sno,district_code,district_name,district_census_2011,district_census_2001,subdistrict_code,subdistrict_name,subdistrict_census_2011,subdistrict_census_2001,lgd_village_code,village_name,village_census_2011,village_census_2001,lgd_gp_code,gp_name
2313,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625378,Boodihal,625378,02166200,215431.0,Chennahalli
2314,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625403,Boovanahalli,625403,02168700,215424.0,Anneshwara
2315,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,924456,Budanpadiya K.G,000000,,215435.0,Jalige
2316,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625461,Budigere,625461,02174700,215429.0,Budigere
2317,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625460,Budigere Amanikere,625460,02174600,215429.0,Budigere
2318,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625333,Bullahalli,625333,02161700,215434.0,Harohalli
2319,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625264,Byadarahalli,625264,02155200,215443.0,Vishwanathpura
2320,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625406,Bychapura,625406,02169000,215424.0,Anneshwara
2321,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625271,Byradenahalli,625271,02155900,215443.0,Vishwanathpura
2322,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625361,Byrappanahalli,625361,02164500,215425.0,Avathi
2323,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625335,Byrapura,625335,02161900,215439.0,Koramangala
2324,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625346,Chandenahalli,625346,02163000,215433.0,Godlumuddena Halli
2325,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625437,Channahalli,625437,02172300,215431.0,Chennahalli
2326,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625417,Channarayapatna,625417,02170300,215430.0,Channarayapatna
2327,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625416,Channarayapatna Amanikere,625416,02170200,215430.0,Channarayapatna
2328,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938729,Channasandra,000000,,,
2329,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625269,Chapparadahalli,625269,02155700,215443.0,Vishwanathpura
2330,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625434,Cheemachanahalli,625434,02172000,215430.0,Channarayapatna
2331,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625383,Chikkachimanahalli,625383,02166700,215443.0,Vishwanathpura
2332,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625263,Chikkagollahalli,625263,02155100,215438.0,Koira
2333,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,910262,Chikkahosahalli (D),000000,,215426.0,Bettekote
2334,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,910246,Chikkamurali,000000,,215428.0,Bijjawara
2335,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625337,Chikkanahalli,625337,02162100,215434.0,Harohalli
2336,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625293,Chikkannanahosahalli,625293,02158000,215435.0,Jalige
2337,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625412,Chikkaramanahalli,625412,02169800,215431.0,Chennahalli
2338,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625391,Chikkasanne,625391,02167500,215424.0,Anneshwara
2339,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625349,Chikka Thattamangala,625349,02163300,272723.0,Mandibele
2340,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625328,Chikkenahalli,625328,02161200,215434.0,Harohalli
2341,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625272,Chikkobanahalli,625272,02156000,215443.0,Vishwanathpura
2342,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625277,Chinnakempanahalli,625277,02156400,215440.0,Kundana
2343,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625324,Chinnappanayakana Hosur,625324,02160900,215433.0,Godlumuddena Halli
2344,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625300,Chowdenahalli,625300,02158700,215436.0,Kannamangala
2345,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625336,Dandiganahalli,625336,02162000,215439.0,Koramangala
2346,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625358,Dasarahalli,625358,02164200,215437.0,Karahalli
2347,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625305,Devaganahalli,625305,02159200,215440.0,Kundana
2348,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625451,Devanayakanahalli,625451,02173700,215432.0,Gangavara Chowdappanahalli
2349,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625370,Devasthanada Amanikere,625370,02165400,215427.0,Bidaluru
2350,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625371,Devenahalli,625371,02165500,215427.0,Bidaluru
2351,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625355,Dharmapura,625355,02163900,272723.0,Mandibele
2352,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,948554,Dinne Soluru,000000,,215443.0,Vishwanathpura
2353,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,910230,Dinnur,000000,,215430.0,Channarayapatna
2354,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625286,Doddacheemanahalli,625286,02157300,215440.0,Kundana
2355,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625270,Doddagollahalli,625270,02155800,215438.0,Koira
2356,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625426,Doddakurubarahalli,625426,02171200,272722.0,I.Basapura
2357,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625329,Doddamuddenahalli,625329,02161300,215434.0,Harohalli
2358,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625394,Doddappanahalli,625394,02167800,215436.0,Kannamangala
2359,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625308,Doddasagarahalli,625308,02159400,215442.0,Venkatagtirikote
2360,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625404,Doddasanne,625404,02168800,215424.0,Anneshwara
2361,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625350,Dodda Thattamangala,625350,02163400,272723.0,Mandibele
2362,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625287,Dyavarahalli,625287,02157400,215440.0,Kundana
2363,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625352,Gaddadanagenahalli,625352,02163600,272723.0,Mandibele
2364,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938784,Gangamuttanahalli,000000,,215441.0,Nalluru
2365,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625463,Gangavara Chowdappana Halli,625463,02174900,215432.0,Gangavara Chowdappanahalli
2366,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625354,Gejjaguppe,625354,02163800,272723.0,Mandibele
2367,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625360,Gobbarakunte,625360,02164400,215425.0,Avathi
2368,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625377,Gokare,625377,02166100,215444.0,Yaliyuru
2369,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625418,Gokere Bachenahalli,625418,02170400,215444.0,Yaliyuru
2370,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625318,Gollahalli,625318,02160300,215428.0,Bijjawara
2371,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625319,Gonur,625319,02160400,215428.0,Bijjawara
2372,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625430,Gopasandra,625430,02171600,272722.0,I.Basapura
2373,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625327,Gudla Muddenahalli,625327,02161100,215433.0,Godlumuddena Halli
2374,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625348,Guduvanahalli,625348,02163200,215439.0,Koramangala
2375,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938716,Gullobanahalli,000000,,,
2376,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625429,Gummanahalli,625429,02171500,215430.0,Channarayapatna
2377,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625365,Gundlahalli,625365,02164900,215438.0,Koira
2378,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625320,Gururayana Hosur,625320,02160500,215428.0,Bijjawara
2379,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938720,Guttahalli,000000,,,
2380,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,910253,Haliyur (D),000000,,272723.0,Mandibele
2381,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625462,Handrahalli,625462,02174800,215429.0,Budigere
2382,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938731,Haradipura,000000,,,
2383,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625436,Haralur,625436,02172200,215431.0,Chennahalli
2384,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625340,Haralur Nagenahalli,625340,02162400,215433.0,Godlumuddena Halli
2385,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625332,Harohalli,625332,02161600,215434.0,Harohalli
2386,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625298,Hegganahalli,625298,02158500,215435.0,Jalige
2387,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625380,Hire Amanikere,625380,02166400,215442.0,Venkatagtirikote
2388,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625414,Hiriganahalli,625414,02170000,215428.0,Bijjawara
2389,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625330,Holerahalli,625330,02161400,215428.0,Bijjawara
2390,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625442,Hosahalli,625442,02172800,215428.0,Bijjawara
2391,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625317,Hosahalli,625317,02160200,215428.0,Bijjawara
2392,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625313,Hosahudya,625313,02159800,215442.0,Venkatagtirikote
2393,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625405,Hosathota,625405,02168900,215424.0,Anneshwara
2394,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625310,Hurlagurki,625310,02159500,215442.0,Venkatagtirikote
2395,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625413,Hyadala,625413,02169900,215430.0,Channarayapatna
2396,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625428,Ibasapura,625428,02171400,272722.0,I.Basapura
2397,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625301,Ilathore,625301,02158800,215436.0,Kannamangala
2398,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625297,Indrasanahalli,625297,02158400,215435.0,Jalige
2399,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625316,Irigenahalli,625316,02160100,215428.0,Bijjawara
2400,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625294,Jalige,625294,02158100,215435.0,Jalige
2401,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625396,Jogahalli,625396,02168000,215436.0,Kannamangala
2402,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625453,Jonnahalli,625453,02173900,215441.0,Nalluru
2403,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625290,Juttanahalli,625290,02157700,215435.0,Jalige
2404,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,926008,Jyothipuraa,000000,,215438.0,Koira
2405,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625448,Kachipura,625448,02173400,215441.0,Nalluru
2406,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625457,Kaggalahalli,625457,02174300,215432.0,Gangavara Chowdappanahalli
2407,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625296,Kamenahalli,625296,02158300,215435.0,Jalige
2408,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625399,Kannamangala,625399,02168300,215436.0,Kannamangala
2409,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625255,Karahalli,625255,02154400,215437.0,Karahalli
2410,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625256,Karahalli Amanikere,625256,02154500,215437.0,Karahalli
2411,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,939730,Kasaba Devanahalli,000000,,,
2412,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625381,Kasba Plantation,625381,02166500,215427.0,Bidaluru
2413,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625455,Kavadedasarahalli,625455,02174100,215432.0,Gangavara Chowdappanahalli
2414,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625385,Kempalingapura,625385,02166900,215436.0,Kannamangala
2415,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625253,Kempathimmanahalli,625253,02154200,215436.0,Kannamangala
2416,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625395,Kempathimmanahalli,625395,02167900,215437.0,Karahalli
2417,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625356,Kodagurki,625356,02164000,215427.0,Bidaluru
2418,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938722,Kodimanchenahalli,000000,,,
2419,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625261,Koira,625261,02155000,215438.0,Koira
2420,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,948555,Koira Hosur,000000,,215438.0,Koira
2421,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938733,Kokkarepadiya,000000,,,
2422,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625339,Kommasandra,625339,02162300,215433.0,Godlumuddena Halli
2423,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625410,Kommasandra,625410,02169600,215444.0,Yaliyuru
2424,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625431,Konaginabele,625431,02171700,272722.0,I.Basapura
2425,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625347,Kondenahalli,625347,02163100,215432.0,Gangavara Chowdappanahalli
2426,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625458,Kondenahalli,625458,02174400,215439.0,Koramangala
2427,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625334,Koramangala,625334,02161800,215439.0,Koramangala
2428,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625459,Kotnathevaru,625459,02174500,215429.0,Budigere
2429,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625257,Kottigethimmanahalli,625257,02154600,215437.0,Karahalli
2430,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625276,Kundana,625276,02156300,215440.0,Kundana
2431,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625374,Kurubarakunte,625374,02165800,215425.0,Avathi
2432,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625366,Lakshmipura,625366,02165000,215443.0,Vishwanathpura
2433,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625375,Lalagondanahalli,625375,02165900,215425.0,Avathi
2434,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625285,Lingadeeragollahalli,625285,02157200,215440.0,Kundana
2435,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625362,Maligenahalli,625362,02164600,215427.0,Bidaluru
2436,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625452,Mallenahalli,625452,02173800,215441.0,Nalluru
2437,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625446,Mallepura,625446,02173200,215441.0,Nalluru
2438,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625353,Mandibele,625353,02163700,272723.0,Mandibele
2439,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938735,Mangasandra,000000,,,
2440,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625267,Mangondanahalli,625267,02155500,215438.0,Koira
2441,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625427,Maradiane,625427,02171300,215430.0,Channarayapatna
2442,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625292,Maragondanahalli,625292,02157900,215435.0,Jalige
2443,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625419,Mattabaralu,625419,02170500,215444.0,Yaliyuru
2444,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625260,Mayasandra,625260,02154900,215438.0,Koira
2445,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625250,Meesaganahalli,625250,02153900,215437.0,Karahalli
2446,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625254,Moodiganahalli,625254,02154300,215437.0,Karahalli
2447,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625259,Muddanayakanahalli,625259,02154800,215437.0,Karahalli
2448,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625435,Muddenahalli,625435,02172100,215430.0,Channarayapatna
2449,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625312,Mudugurki,625312,02159700,215442.0,Venkatagtirikote
2450,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625386,Mulli Amanikere,625386,02167000,215427.0,Bidaluru
2451,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625299,Nagamangala,625299,02158600,215435.0,Jalige
2452,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625424,Naganayakanahalli,625424,02171000,215430.0,Channarayapatna
2453,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,910258,Nagenahalli,000000,,215432.0,Gangavara Chowdappanahalli
2454,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625445,Nallappanahalli,625445,02173100,215441.0,Nalluru
2455,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625444,Nallur,625444,02173000,215441.0,Nalluru
2456,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625443,Nallur Amari,625443,02172900,215441.0,Nalluru
2457,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625322,Narayanapura,625322,02160700,215433.0,Godlumuddena Halli
2458,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938723,Neeleri,000000,,,
2459,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625303,Neraganahalli,625303,02159000,215440.0,Kundana
2460,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625393,Palya,625393,02167700,215430.0,Channarayapatna
2461,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625425,Palya,625425,02171100,215430.0,Channarayapatna
2462,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625289,Pandithapura,625289,02157600,272721.0,Alooru Duddanahalli
2463,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625433,Papanahalli,625433,02171900,272722.0,I.Basapura
2464,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625423,Polanahalli,625423,02170900,215431.0,Chennahalli
2465,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,948556,P Ranganathpura,000000,,215433.0,Godlumuddena Halli
2466,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938726,Prasannahalli,000000,,,
2467,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625398,Pujanahalli,625398,02168200,215436.0,Kannamangala
2468,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625338,Pura,625338,02162200,215433.0,Godlumuddena Halli
2469,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625248,Rabbanahalli,625248,02153700,215438.0,Koira
2470,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625249,Ramanathapura,625249,02153800,215438.0,Koira
2471,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625325,Ranganathapura,625325,02161000,215433.0,Godlumuddena Halli
2472,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625408,Rayasandra,625408,02169400,215426.0,Bettekote
2473,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625441,Reddihalli,625441,02172700,215426.0,Bettekote
2474,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625397,Sadahalli,625397,02168100,215436.0,Kannamangala
2475,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625323,Sambaragiddada Kavalu,625323,02160800,215428.0,Bijjawara
2476,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625390,Sanne Amanikere,625390,02167400,215424.0,Anneshwara
2477,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625368,Savakanahalli,625368,02165200,215427.0,Bidaluru
2478,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,948558,Seekayanahalli,000000,,215443.0,Vishwanathpura
2479,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625367,Setterahalli,625367,02165100,215443.0,Vishwanathpura
2480,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625265,Shanappanahalli,625265,02155300,215438.0,Koira
2481,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,938738,Shatakuntanahalli,000000,,,
2482,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625342,Shettahalli,625342,02162600,215433.0,Godlumuddena Halli
2483,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,948559,Singawara,000000,,215435.0,Jalige
2484,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625302,Singrahalli,625302,02158900,215435.0,Jalige
2485,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625306,Solur,625306,02159300,215443.0,Vishwanathpura
2486,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625464,Somathanahalli,625464,02175000,215432.0,Gangavara Chowdappanahalli
2487,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625258,Sonnenahalli,625258,02154700,215437.0,Karahalli
2488,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625379,Southegowdanahalli,625379,02166300,215431.0,Chennahalli
2489,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625422,Srothreyathellohalli,625422,02170800,215431.0,Chennahalli
2490,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625283,Sulakunte,625283,02157000,215440.0,Kundana
2491,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625280,Sunnagatta,625280,02156700,272721.0,Alooru Duddanahalli
2492,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625409,Thammenahalli,625409,02169500,215444.0,Yaliyuru
2493,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625314,Thatamachanahalli Amanikere,625314,02159900,215442.0,Venkatagtirikote
2494,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625421,Thellohalli Agrahara,625421,02170700,215431.0,Chennahalli
2495,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625331,Thimmahalli,625331,02161500,215434.0,Harohalli
2496,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625351,Thimmanahalli,625351,02163500,272723.0,Mandibele
2497,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625387,Thimmegowdana Hosahalli,625387,02167100,215436.0,Kannamangala
2498,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625288,Thindlu,625288,02157500,215435.0,Jalige
2499,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625251,Thylagere,625251,02154000,215437.0,Karahalli
2500,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625400,Udayagiri,625400,02168400,215424.0,Anneshwara
2501,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625384,Uganavadi,625384,02166800,215436.0,Kannamangala
2502,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625389,Upparahalli,625389,02167300,215424.0,Anneshwara
2503,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625363,Vaderahalli,625363,02164700,215427.0,Bidaluru
2504,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625266,Vajarahalli,625266,02155400,215438.0,Koira
2505,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625432,Varadenahalli,625432,02171800,272722.0,I.Basapura
2506,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625315,Venkatagirikote,625315,02160000,215442.0,Venkatagtirikote
2507,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625284,Venkatapura,625284,02157100,215440.0,Kundana
2508,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625345,Venkatenahalli,625345,02162900,215433.0,Godlumuddena Halli
2509,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625343,Vijaypura,625343,02162700,215433.0,Godlumuddena Halli
2510,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625274,Vishwanathapura,625274,02156200,215443.0,Vishwanathpura
2511,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625411,Yaleyur,625411,02169700,215444.0,Yaliyuru
2512,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625344,Yaluvahalli,625344,02162800,215433.0,Godlumuddena Halli
2513,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625357,Yambarahalli,625357,02164100,215437.0,Karahalli
2514,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,910264,Yarrappanahalli (D),000000,,215424.0,Anneshwara
2515,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625252,Yerrappanahalli,625252,02154100,215437.0,Karahalli
2516,526,Bengaluru Rural,583,21,5603,Devanahalli,05603,3,625402,Yerthiganahalli,625402,02168600,215424.0,Anneshwara
2517,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625058,Acharlahalli,625058,02134800,215456.0,Heggadihalli
2518,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,624996,Adakavala,624996,02128600,215448.0,Bhaktarahalli
2519,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625092,Adinarayana Hosahalli,625092,02138200,,
2520,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625171,Akkathammanahalli,625171,02146200,215470.0,Sakkare Gollahalli
2521,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625118,Alahalli,625118,02140800,215445.0,Aralumallige
2522,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,624990,Alappanahalli,624990,02128000,215448.0,Bhaktarahalli
2523,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625037,Allalasandra,625037,02132700,215462.0,Kantanakunte
2524,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625104,Amani Palankere,625104,02139400,215462.0,Kantanakunte
2525,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625191,Ambalagere,625191,02148200,215459.0,Hulikunte
2526,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,910091,Ancharahalli (D),000000,,215465.0,Konaghatta
2527,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,624994,Ankonahalli,624994,02128400,215448.0,Bhaktarahalli
2528,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625038,Antharahalli,625038,02132800,215462.0,Kantanakunte
2529,526,Bengaluru Rural,583,21,5602,Doddaballapura,05602,2,625186,Appkarenahalli,625186,02147700,215459.0,Hulikunte
