sno,district_code,district_name,district_census_2011,district_census_2001,subdistrict_code,subdistrict_name,subdistrict_census_2011,subdistrict_census_2001,lgd_village_code,village_name,village_census_2011,village_census_2001,lgd_gp_code,gp_name
1,524,Bagalkote,556,02,5446,Badami,05446,4,598748,Adagal,598748,00161700,215148.0,Adagal
2,524,Bagalkote,556,02,5446,Badami,05446,4,598647,Agasarakoppa,598647,00151600,215158.0,Huligeri
3,524,Bagalkote,556,02,5446,Badami,05446,4,598713,Aladakatti,598713,00158200,215173.0,Mutalgeri
4,524,Bagalkote,556,02,5446,Badami,05446,4,598724,Alur .S.K.,598724,00159300,273085.0,Alur-Sk
5,524,Bagalkote,556,02,5446,Badami,05446,4,598769,Anantagiri,598769,00163800,215157.0,Hosur
6,524,Bagalkote,556,02,5446,Badami,05446,4,598636,Anawal,598636,00150500,215149.0,Anawal
7,524,Bagalkote,556,02,5446,Badami,05446,4,598741,Bachinagudd,598741,00161000,215180.0,Pattadkal
8,524,Bagalkote,556,02,5446,Badami,05446,4,598750,Badami (Rural) *,598750,00161900,215148.0,Adagal
9,524,Bagalkote,556,02,5446,Badami,05446,4,598632,Bandakeri,598632,00150100,215158.0,Huligeri
10,524,Bagalkote,556,02,5446,Badami,05446,4,598718,Bankaneri,598718,00158700,273092.0,Narasapur
11,524,Bagalkote,556,02,5446,Badami,05446,4,598736,Bedarabudihal,598736,00160500,215155.0,Hansanur
12,524,Bagalkote,556,02,5446,Badami,05446,4,598726,Beeranur,598726,00159500,273085.0,Alur-Sk
13,524,Bagalkote,556,02,5446,Badami,05446,4,598717,Belawalakoppa,598717,00158600,273092.0,Narasapur
14,524,Bagalkote,556,02,5446,Badami,05446,4,598641,Bellikindi,598641,00151000,273089.0,Kainakatti
15,524,Bagalkote,556,02,5446,Badami,05446,4,598766,Belur,598766,00163500,215150.0,Belur
16,524,Bagalkote,556,02,5446,Badami,05446,4,598740,Bhadra Nayakan Jalihal,598740,00160900,215180.0,Pattadkal
17,524,Bagalkote,556,02,5446,Badami,05446,4,598758,Budihal,598758,00162700,215164.0,Kataraki
18,524,Bagalkote,556,02,5446,Badami,05446,4,598735,Chikkamuchalagudda,598735,00160400,215154.0,Halkurki
19,524,Bagalkote,556,02,5446,Badami,05446,4,598755,Chikkanasabi,598755,00162400,215164.0,Kataraki
20,524,Bagalkote,556,02,5446,Badami,05446,4,598709,Chimmanakatti,598709,00157800,215162.0,Kaknur
21,524,Bagalkote,556,02,5446,Badami,05446,4,598654,Chinchalakatti,598654,00152300,215152.0,Fakirbhudihal
22,524,Bagalkote,556,02,5446,Badami,05446,4,598710,Chirlakoppa,598710,00157900,215166.0,Kulageri Cross
23,524,Bagalkote,556,02,5446,Badami,05446,4,598756,Cholachagudda,598756,00162500,215151.0,Cholachagud
24,524,Bagalkote,556,02,5446,Badami,05446,4,598765,Dhanakashirur,598765,00163400,215150.0,Belur
25,524,Bagalkote,556,02,5446,Badami,05446,4,598643,Fakeerabudihal,598643,00151200,215152.0,Fakirbhudihal
26,524,Bagalkote,556,02,5446,Badami,05446,4,598627,Ganganabudihal,598627,00149600,215178.0,Neerbhudihal
27,524,Bagalkote,556,02,5446,Badami,05446,4,598743,Gonal,598743,00161200,215171.0,Mangalore
28,524,Bagalkote,556,02,5446,Badami,05446,4,598746,Govanaki,598746,00161500,215175.0,Nandikeshwar
29,524,Bagalkote,556,02,5446,Badami,05446,4,598727,Govanakoppa,598727,00159600,273085.0,Alur-Sk
30,524,Bagalkote,556,02,5446,Badami,05446,4,598649,Gubberakoppa,598649,00151800,215159.0,Hullikeri
31,524,Bagalkote,556,02,5446,Badami,05446,4,598768,Guddada Mallapur,598768,00163700,215157.0,Hosur
32,524,Bagalkote,556,02,5446,Badami,05446,4,598723,Haganur,598723,00159200,273085.0,Alur-Sk
33,524,Bagalkote,556,02,5446,Badami,05446,4,598699,Halageri,598699,00156800,215170.0,Mamtageri
34,524,Bagalkote,556,02,5446,Badami,05446,4,598658,Halakurki,598658,00152700,215154.0,Halkurki
35,524,Bagalkote,556,02,5446,Badami,05446,4,598698,Haligeri,598698,00156700,273086.0,Haligeri
36,524,Bagalkote,556,02,5446,Badami,05446,4,598655,Hanamaneri (G),598655,00152400,215152.0,Fakirbhudihal
37,524,Bagalkote,556,02,5446,Badami,05446,4,598623,Hanamaneri Inam,598623,00149200,215149.0,Anawal
38,524,Bagalkote,556,02,5446,Badami,05446,4,598705,Hanamasagar,598705,00157400,215172.0,Mustigeri
39,524,Bagalkote,556,02,5446,Badami,05446,4,598642,Hawalakhod,598642,00151100,273089.0,Kainakatti
40,524,Bagalkote,556,02,5446,Badami,05446,4,598732,Hebballi,598732,00160100,215156.0,Hebbali
41,524,Bagalkote,556,02,5446,Badami,05446,4,598734,Hiremuchalagudda,598734,00160300,215154.0,Halkurki
42,524,Bagalkote,556,02,5446,Badami,05446,4,598754,Hirenasabi,598754,00162300,215171.0,Mangalore
43,524,Bagalkote,556,02,5446,Badami,05446,4,598631,Hoolageri,598631,00150000,215158.0,Huligeri
44,524,Bagalkote,556,02,5446,Badami,05446,4,598637,Hosakoti,598637,00150600,273089.0,Kainakatti
45,524,Bagalkote,556,02,5446,Badami,05446,4,598753,Hosur,598753,00162200,215157.0,Hosur
46,524,Bagalkote,556,02,5446,Badami,05446,4,598657,Hullikeri Inam,598657,00152600,215159.0,Hullikeri
47,524,Bagalkote,556,02,5446,Badami,05446,4,598759,Jakanur,598759,00162800,215164.0,Kataraki
48,524,Bagalkote,556,02,5446,Badami,05446,4,598634,Jalageri,598634,00150300,215178.0,Neerbhudihal
49,524,Bagalkote,556,02,5446,Badami,05446,4,598767,Jalihal,598767,00163600,215160.0,Jalihal
50,524,Bagalkote,556,02,5446,Badami,05446,4,598640,Jangawad,598640,00150900,273089.0,Kainakatti
51,524,Bagalkote,556,02,5446,Badami,05446,4,598749,Kabbalageri,598749,00161800,215148.0,Adagal
52,524,Bagalkote,556,02,5446,Badami,05446,4,598656,Kadapatti S.K,598656,00152500,215159.0,Hullikeri
53,524,Bagalkote,556,02,5446,Badami,05446,4,598622,Kadarakoppa,598622,00149100,273089.0,Kainakatti
54,524,Bagalkote,556,02,5446,Badami,05446,4,598629,Kagalagomba,598629,00149800,215181.0,Sulikeri
55,524,Bagalkote,556,02,5446,Badami,05446,4,598638,Kainakatti,598638,00150700,273089.0,Kainakatti
56,524,Bagalkote,556,02,5446,Badami,05446,4,598708,Kakanur,598708,00157700,215162.0,Kaknur
57,524,Bagalkote,556,02,5446,Badami,05446,4,598635,Kalabandakeri,598635,00150400,215149.0,Anawal
58,524,Bagalkote,556,02,5446,Badami,05446,4,598729,Kalas,598729,00159800,215167.0,Kittali
59,524,Bagalkote,556,02,5446,Badami,05446,4,598706,Kallapur.S.K,598706,00157500,215170.0,Mamtageri
60,524,Bagalkote,556,02,5446,Badami,05446,4,598702,Karadigudda.S.A.,598702,00157100,215178.0,Neerbhudihal
61,524,Bagalkote,556,02,5446,Badami,05446,4,598625,Karadigudd S.A.,598625,00149400,215172.0,Mustigeri
62,524,Bagalkote,556,02,5446,Badami,05446,4,598722,Karalakoppa,598722,00159100,215162.0,Kaknur
63,524,Bagalkote,556,02,5446,Badami,05446,4,598762,Katharaki,598762,00163100,215164.0,Kataraki
64,524,Bagalkote,556,02,5446,Badami,05446,4,598738,Kendur,598738,00160700,273090.0,Kenduru
65,524,Bagalkote,556,02,5446,Badami,05446,4,598628,Kerakalamatti,598628,00149700,215181.0,Sulikeri
66,524,Bagalkote,556,02,5446,Badami,05446,4,598652,Kerur (Rural),598652,00152100,215170.0,Mamtageri
67,524,Bagalkote,556,02,5446,Badami,05446,4,598711,Khanapur S.K.,598711,00158000,215166.0,Kulageri Cross
68,524,Bagalkote,556,02,5446,Badami,05446,4,598763,Khyad,598763,00163200,215151.0,Cholachagud
69,524,Bagalkote,556,02,5446,Badami,05446,4,598730,Kittali,598730,00159900,215167.0,Kittali
70,524,Bagalkote,556,02,5446,Badami,05446,4,598721,Kulageri,598721,00159000,215166.0,Kulageri Cross
71,524,Bagalkote,556,02,5446,Badami,05446,4,598737,Kutakanakeri,598737,00160600,273090.0,Kenduru
72,524,Bagalkote,556,02,5446,Badami,05446,4,598716,Lakhamapur,598716,00158500,215156.0,Hebbali
73,524,Bagalkote,556,02,5446,Badami,05446,4,598645,Malagi,598645,00151400,215158.0,Huligeri
74,524,Bagalkote,556,02,5446,Badami,05446,4,598715,Mallapur,598715,00158400,215156.0,Hebbali
75,524,Bagalkote,556,02,5446,Badami,05446,4,598704,Mamatageri,598704,00157300,215170.0,Mamtageri
76,524,Bagalkote,556,02,5446,Badami,05446,4,598745,Mangalur,598745,00161400,215171.0,Mangalore
77,524,Bagalkote,556,02,5446,Badami,05446,4,598650,Maninagar,598650,00151900,215159.0,Hullikeri
78,524,Bagalkote,556,02,5446,Badami,05446,4,598764,Manneri,598764,00163300,215164.0,Kataraki
79,524,Bagalkote,556,02,5446,Badami,05446,4,598651,Mattikatti,598651,00152000,215159.0,Hullikeri
80,524,Bagalkote,556,02,5446,Badami,05446,4,598733,Mumaraddikoppa,598733,00160200,215156.0,Hebbali
81,524,Bagalkote,556,02,5446,Badami,05446,4,598701,Mustigeri,598701,00157000,215172.0,Mustigeri
82,524,Bagalkote,556,02,5446,Badami,05446,4,598714,Muttalageri,598714,00158300,215173.0,Mutalgeri
83,524,Bagalkote,556,02,5446,Badami,05446,4,598751,Nagaral [S.B],598751,00162000,215151.0,Cholachagud
84,524,Bagalkote,556,02,5446,Badami,05446,4,598739,Nandikeshwar,598739,00160800,215175.0,Nandikeshwar
85,524,Bagalkote,556,02,5446,Badami,05446,4,598720,Narasapur,598720,00158900,273092.0,Narasapur
86,524,Bagalkote,556,02,5446,Badami,05446,4,598644,Narenur,598644,00151300,215152.0,Fakirbhudihal
87,524,Bagalkote,556,02,5446,Badami,05446,4,598770,Nasagunni,598770,00163900,215157.0,Hosur
88,524,Bagalkote,556,02,5446,Badami,05446,4,598752,Navilahole,598752,00162100,215171.0,Mangalore
89,524,Bagalkote,556,02,5446,Badami,05446,4,598703,Neelagund,598703,00157200,215176.0,Neelgund
90,524,Bagalkote,556,02,5446,Badami,05446,4,598626,Neerabudihal,598626,00149500,215178.0,Neerbhudihal
91,524,Bagalkote,556,02,5446,Badami,05446,4,598760,Neeralagi,598760,00162900,215164.0,Kataraki
92,524,Bagalkote,556,02,5446,Badami,05446,4,598696,Neeralakeri,598696,00156500,215177.0,Neeralkeri
93,524,Bagalkote,556,02,5446,Badami,05446,4,598747,Nelwagi,598747,00161600,215175.0,Nandikeshwar
94,524,Bagalkote,556,02,5446,Badami,05446,4,598742,Pattadakall,598742,00161100,215180.0,Pattadkal
95,524,Bagalkote,556,02,5446,Badami,05446,4,598697,Raddera Timmapur,598697,00156600,215177.0,Neeralkeri
96,524,Bagalkote,556,02,5446,Badami,05446,4,598653,Saganur,598653,00152200,215152.0,Fakirbhudihal
97,524,Bagalkote,556,02,5446,Badami,05446,4,598639,Sheeparamatti,598639,00150800,273089.0,Kainakatti
98,524,Bagalkote,556,02,5446,Badami,05446,4,598744,Shirabadagi,598744,00161300,215171.0,Mangalore
99,524,Bagalkote,556,02,5446,Badami,05446,4,598712,Somanakoppa,598712,00158100,215166.0,Kulageri Cross
100,524,Bagalkote,556,02,5446,Badami,05446,4,598630,Sulikeri,598630,00149900,215181.0,Sulikeri
101,524,Bagalkote,556,02,5446,Badami,05446,4,598731,Sulla,598731,00160000,215167.0,Kittali
102,524,Bagalkote,556,02,5446,Badami,05446,4,598725,Talakawad,598725,00159400,273085.0,Alur-Sk
103,524,Bagalkote,556,02,5446,Badami,05446,4,598707,Tappasakatti,598707,00157600,215170.0,Mamtageri
104,524,Bagalkote,556,02,5446,Badami,05446,4,598761,Thaminal,598761,00163000,215164.0,Kataraki
105,524,Bagalkote,556,02,5446,Badami,05446,4,598719,Timmapur S.N.,598719,00158800,215176.0,Neelgund
106,524,Bagalkote,556,02,5446,Badami,05446,4,598700,Ugalawat,598700,00156900,215170.0,Mamtageri
107,524,Bagalkote,556,02,5446,Badami,05446,4,598728,Wadawatti,598728,00159700,273092.0,Narasapur
108,524,Bagalkote,556,02,5446,Badami,05446,4,598624,Yandigeri,598624,00149300,215178.0,Neerbhudihal
109,524,Bagalkote,556,02,5446,Badami,05446,4,598648,Yankanchi,598648,00151700,215159.0,Hullikeri
110,524,Bagalkote,556,02,5446,Badami,05446,4,598646,Yaragoppa Inam,598646,00151500,215158.0,Huligeri
111,524,Bagalkote,556,02,5446,Badami,05446,4,598757,Yaragoppa.S.B,598757,00162600,215173.0,Mutalgeri
112,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598827,Achanur,598827,00169600,215183.0,Bel-Kerur
113,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598815,Alur,598815,00168400,215199.0,Rampur
114,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598782,Anadinni,598782,00165100,215203.0,Yadahalli
115,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598792,Andamuranal,598792,00166100,215192.0,Kadampur
116,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598773,Ankalagi,598773,00164200,215194.0,Khajidoni
117,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598844,Bagalkot (Rural),598844,00171300,,
118,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598783,Bannidinni,598783,00165200,215196.0,Murnal
119,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598812,Basavanagar,598812,00168100,273100.0,Timmapur
120,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598857,Benakatti,598857,00172600,215184.0,Benakatti
121,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598823,Bennur,598823,00169200,215185.0,Bennur
122,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598860,Bevinamatti-S.Haveli,598860,00172900,273093.0,Bevinamatti-S.H
123,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598853,Bevoor,598853,00172200,215186.0,Bevoor
124,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598847,Bhagavati,598847,00171600,215182.0,Bagavati
125,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598856,Bhairamatti,598856,00172500,215189.0,Hallur
126,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598828,Bilkerur,598828,00169700,215183.0,Bel-Kerur
127,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598852,Bodanayakdinni,598852,00172100,273100.0,Timmapur
128,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598837,Bommanagi,598837,00170600,273094.0,Chikkamyageri
129,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598780,Chebbi,598780,00164900,215203.0,Yadahalli
130,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598807,Chick Hodlur,598807,00167600,215190.0,Hire - Gulbal
131,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598801,Chickka-Shellikeri,598801,00167000,215187.0,Chikka- Shellikeri
132,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598838,Chick Myageri,598838,00170700,273094.0,Chikkamyageri
133,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598817,Chick Sitimani,598817,00168600,273096.0,Hosur
134,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598813,Chikkgulabal,598813,00168200,215190.0,Hire - Gulbal
135,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598808,Chikkmuramatti,598808,00167700,215190.0,Hire - Gulbal
136,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598777,Chikk-Sansi,598777,00164600,273095.0,Devanal
137,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598842,Chitaginakopp,598842,00171100,215197.0,Nainegalli
138,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598854,Choudapur,598854,00172300,215186.0,Bevoor
139,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598843,Devalapur (S.M.),598843,00171200,215197.0,Nainegalli
140,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598778,Devanal,598778,00164700,273095.0,Devanal
141,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598816,Dharmnagar,598816,00168500,215190.0,Hire - Gulbal
142,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598836,Domanal,598836,00170500,215201.0,Sutagundar
143,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598863,Durgadevinagar,598863,00173200,273099.0,Sheegikeri
144,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598803,Durganagar,598803,00167200,215188.0,Gaddankeri
145,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598796,Gaddankeri,598796,00166500,215188.0,Gaddankeri
146,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598775,Govindkopp,598775,00164400,215187.0,Chikka- Shellikeri
147,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598850,Hallur,598850,00171900,215189.0,Hallur
148,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598839,Handaragala,598839,00170800,273094.0,Chikkamyageri
149,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598811,Hiregulabal,598811,00168000,215190.0,Hire - Gulbal
150,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598806,Hire-Hodlur,598806,00167500,215190.0,Hire - Gulbal
151,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598809,Hiremuramatti,598809,00167800,215190.0,Hire - Gulbal
152,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598840,Hire Myageri,598840,00170900,273094.0,Chikkamyageri
153,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598776,Hire-Sansi,598776,00164500,273095.0,Devanal
154,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598802,Hire-Shellikeri,598802,00167100,215187.0,Chikka- Shellikeri
155,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598784,Honaralli,598784,00165300,215192.0,Kadampur
156,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598859,Honnakatti,598859,00172800,215195.0,Mugalolli
157,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598830,Hosur,598830,00169900,273096.0,Hosur
158,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598805,Ilal,598805,00167400,215185.0,Bennur
159,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598855,Ingalagi,598855,00172400,215184.0,Benakatti
160,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598821,Jadramakunti,598821,00169000,215191.0,Kadalimatti
161,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598848,Kadalimatti,598848,00171700,215191.0,Kadalimatti
162,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598789,Kadampur,598789,00165800,215192.0,Kadampur
163,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598774,Kaladgi,598774,00164300,215193.0,Kaladagi
164,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598800,Kalasakopp,598800,00166900,215187.0,Chikka- Shellikeri
165,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598786,Kesanur *,598786,00165500,215196.0,Murnal
166,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598799,Khajjidoni,598799,00166800,215194.0,Khajidoni
167,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598846,Kirasur,598846,00171500,215182.0,Bagavati
168,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598826,Lavaleshavar,598826,00169500,215191.0,Kadalimatti
169,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598845,Mallapur,598845,00171400,273093.0,Bevinamatti-S.H
170,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598829,Manahalli,598829,00169800,273096.0,Hosur
171,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598834,Mankani,598834,00170300,215201.0,Sutagundar
172,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598858,Mannikatti,598858,00172700,215184.0,Benakatti
173,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598814,Mastihal,598814,00168300,215199.0,Rampur
174,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598862,Muchakhandi,598862,00173100,215198.0,Neeralkeri
175,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598849,Mudapaljivi,598849,00171800,215191.0,Kadalimatti
176,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598841,Mudavinkopp,598841,00171000,215197.0,Nainegalli
177,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598825,Mugalalli,598825,00169400,215195.0,Mugalolli
178,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598795,Muranal,598795,00166400,215196.0,Murnal
179,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598810,Muttatti,598810,00167900,215190.0,Hire - Gulbal
180,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598832,Nagaral,598832,00170100,273096.0,Hosur
181,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598831,Nagasampagi,598831,00170000,273096.0,Hosur
182,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598833,Nainegali,598833,00170200,215197.0,Nainegalli
183,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598787,Nakargundi,598787,00165600,215192.0,Kadampur
184,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598866,Neelanagar,598866,00173500,273097.0,Neelanagar
185,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598864,Niralkeri,598864,00173300,215198.0,Neeralkeri
186,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598819,Rampur,598819,00168800,215199.0,Rampur
187,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598793,Salagundi,598793,00166200,215192.0,Kadampur
188,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598851,Sangapur,598851,00172000,215183.0,Bel-Kerur
189,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598824,Sangondi,598824,00169300,215195.0,Mugalolli
190,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598772,Sharadal,598772,00164100,215194.0,Khajidoni
191,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598791,Sidnal,598791,00166000,215192.0,Kadampur
192,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598861,Sigikeri,598861,00173000,273099.0,Sheegikeri
193,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598797,Simikeri,598797,00166600,273098.0,Seemikeri
194,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598788,Sindagi,598788,00165700,215192.0,Kadampur
195,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598822,Siraguppi,598822,00169100,215185.0,Bennur
196,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598865,Sirur,598865,00173400,,
197,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598818,Sitimani,598818,00168700,273096.0,Hosur
198,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598779,Sokanadgi,598779,00164800,273095.0,Devanal
199,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598785,Sorakopp,598785,00165400,215192.0,Kadampur
200,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598835,Sutagundar,598835,00170400,215201.0,Sutagundar
201,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598804,Talagihal,598804,00167300,215185.0,Bennur
202,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598820,Timmapur,598820,00168900,273100.0,Timmapur
203,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598798,Tulasigeri,598798,00166700,215202.0,Tulasigeri
204,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598771,Udagatti,598771,00164000,215194.0,Khajidoni
205,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598794,Veerapur,598794,00166300,215196.0,Murnal
206,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598781,Yadahalli,598781,00165000,215203.0,Yadahalli
207,524,Bagalkote,556,02,5447,Bagalkot,05447,5,598790,Yankachi,598790,00165900,215192.0,Kadampur
208,524,Bagalkote,556,02,5444,Bilgi,05444,2,598510,Algundi,598510,00137900,215207.0,Chikkalagundi
209,524,Bagalkote,556,02,5444,Bilgi,05444,2,598473,Amalzari,598473,00134200,215223.0,Yadahalli
210,524,Bagalkote,556,02,5444,Bilgi,05444,2,598541,Anagawadi,598541,00141000,215204.0,Anagwadi
211,524,Bagalkote,556,02,5444,Bilgi,05444,2,598515,Arakeri,598515,00138400,215205.0,Arakeri
212,524,Bagalkote,556,02,5444,Bilgi,05444,2,598502,Badagandi,598502,00137100,273101.0,Badagandi
213,524,Bagalkote,556,02,5444,Bilgi,05444,2,598530,Badardinni,598530,00139900,215212.0,Honnihal
214,524,Bagalkote,556,02,5444,Bilgi,05444,2,598490,Badgi,598490,00135900,215206.0,Badagi
215,524,Bagalkote,556,02,5444,Bilgi,05444,2,598494,Ballur,598494,00136300,215222.0,Teggi
216,524,Bagalkote,556,02,5444,Bilgi,05444,2,598538,Bavalatti,598538,00140700,273102.0,Budihal-Sh
217,524,Bagalkote,556,02,5444,Bilgi,05444,2,598524,Beerkabbi,598524,00139300,215214.0,Kandagal
218,524,Bagalkote,556,02,5444,Bilgi,05444,2,598499,Bilgi (Rural),598499,00136800,215217.0,Korti
219,524,Bagalkote,556,02,5444,Bilgi,05444,2,598483,Bisnal,598483,00135200,215222.0,Teggi
220,524,Bagalkote,556,02,5444,Bilgi,05444,2,598540,Budhihal(S.H),598540,00140900,273102.0,Budihal-Sh
221,524,Bagalkote,556,02,5444,Bilgi,05444,2,598482,Budihal(S.G.),598482,00135100,215206.0,Badagi
222,524,Bagalkote,556,02,5444,Bilgi,05444,2,598477,Chickhanchinal,598477,00134600,215216.0,Kollur
223,524,Bagalkote,556,02,5444,Bilgi,05444,2,598527,Chicksangam,598527,00139600,215214.0,Kandagal
224,524,Bagalkote,556,02,5444,Bilgi,05444,2,598509,Chinvalkoppa Pu.K,598509,00137800,273103.0,Heggura
225,524,Bagalkote,556,02,5444,Bilgi,05444,2,598476,Chowdapur,598476,00134500,215216.0,Kollur
226,524,Bagalkote,556,02,5444,Bilgi,05444,2,598535,Dattapura,598535,00140400,215221.0,Sunag
227,524,Bagalkote,556,02,5444,Bilgi,05444,2,598516,Durgapura,598516,00138500,215205.0,Arakeri
228,524,Bagalkote,556,02,5444,Bilgi,05444,2,598474,Galagali,598474,00134300,215208.0,Galgalli
229,524,Bagalkote,556,02,5444,Bilgi,05444,2,598491,Girgaon,598491,00136000,215213.0,Inam - Hanchinal
230,524,Bagalkote,556,02,5444,Bilgi,05444,2,598520,Girisagar,598520,00138900,215209.0,Girisagar
231,524,Bagalkote,556,02,5444,Bilgi,05444,2,598508,Godihal Pu.K,598508,00137700,273103.0,Heggura
232,524,Bagalkote,556,02,5444,Bilgi,05444,2,598492,Gudadinni,598492,00136100,215213.0,Inam - Hanchinal
233,524,Bagalkote,556,02,5444,Bilgi,05444,2,598481,Gulbal,598481,00135000,215206.0,Badagi
234,524,Bagalkote,556,02,5444,Bilgi,05444,2,598505,Gundanapalli Pu.K,598505,00137400,273103.0,Heggura
235,524,Bagalkote,556,02,5444,Bilgi,05444,2,598523,Hadarihal,598523,00139200,215214.0,Kandagal
236,524,Bagalkote,556,02,5444,Bilgi,05444,2,598493,Hanchinal(Inam),598493,00136200,215213.0,Inam - Hanchinal
237,524,Bagalkote,556,02,5444,Bilgi,05444,2,598506,Heggur,598506,00137500,273103.0,Heggura
238,524,Bagalkote,556,02,5444,Bilgi,05444,2,598532,Herkal,598532,00140100,215211.0,Herkal
239,524,Bagalkote,556,02,5444,Bilgi,05444,2,598529,Honnihal,598529,00139800,215212.0,Honnihal
240,524,Bagalkote,556,02,5444,Bilgi,05444,2,598497,Hosa Dhavaleshwar,598497,00136600,215217.0,Korti
