match_score,match_method,jjm_village,lgd_village,shrug_village,shrug_place,jjm_district,shrug_district,jjm_block,shrug_subdistrict,jjm_panchayat,jjm_village_id,lgd_village_id,jjm_panchayat_id,shrid2
90.0,fuzzy,Kumbaragatta,Kumbaraghatta,balaghatta,balaghatta,Hassan,hassan,Arsikere,channarayapatna,K Shankaranahalli,151329,615641,62179,11-29-574-05560-617114
100.0,fuzzy,Lakshmisagar,LAKSHMISAGARA(KASABA),lakshmisagara,lakshmisagara,Hassan,hassan,Hassan,hassan,B.katihalli,152696,939319,62299,11-29-574-05556-616068
87.5,fuzzy,Maratagere,Maratagere,attalgere,attalgere,Hassan,hassan,Arsikere,belur,PURALEHALLI,151437,615588,62184,11-29-574-05554-615226
85.71428571428572,fuzzy,Mootikere,Mootikere,katikere,katikere,Hassan,hassan,Arsikere,arsikere,Rangapura,151465,615758,62188,11-29-574-05555-615676
100.0,fuzzy,Mosalehosahalli,MOSALEHOSAHALLI,hosahalli,hosahalli,Hassan,hassan,Hassan,sakleshpur,MOSALEHOSAHALLI,152767,926830,62306,11-29-574-05553-614989
94.11764705882352,fuzzy,Ramadadevara Kaval,Ramadevarahalla Kaval,devarahalli kaval,devarahalli kaval,Hassan,hassan,Hassan,arkalgud,Seege,152526,615905,62282,11-29-574-05558-616600
100.0,fuzzy,Srirampura,Kattebelaguli Hantha,pura,pura,Hassan,hassan,Holenarsipur,belur,Kattebelaguli,589427,616806,62327,11-29-574-05554-615329
100.0,fuzzy,Thamlapura,Thamlapura (OG) (Part),pura,pura,Hassan,hassan,Hassan,belur,Haralahalli,152637,616047,62294,11-29-574-05554-615329
92.3076923076923,fuzzy,Yareborekaval,EREBOREKAVAL,karebore kaval,karebore kaval,Hassan,hassan,Hassan,hassan,Hanumanthapura,152734,938891,62303,11-29-574-05556-615960
93.33333333333331,fuzzy,Aregoppa.,Hirekanagi,tavargoppa,tavargoppa,Haveri,haveri,Hanagal,hangal,Hullatti,166656,604098,64467,11-29-564-05491-604159
85.71428571428572,fuzzy,HADE,HADE,hadrihalli,hadrihalli,Haveri,haveri,RATTIHALLI,hirekerur,KADUR,645720,924845,64536,11-29-564-05494-604385
100.0,fuzzy,ALLAPUR,Allapur (H),allapur j,allapur j,Kalaburagi,gulbarga,Aland,aland,MOGHA (K),149367,620040,299674,11-29-579-05580-620049
83.33333333333334,fuzzy,bhankur,Bhankur (OG),bhankalga,bhankalga,Kalaburagi,gulbarga,Shabad,afzalpur,Bhankor,637324,620714,61876,11-29-579-05581-620102
95.65217391304348,fuzzy,Bhogalingadalli,BOMMANAHALLI,arebommanhalli,arebommanhalli,Kalaburagi,gulbarga,Chincholi,sedam,Ainolli,149469,938551,61840,11-29-579-05584-620489
100.0,fuzzy,Hanchinal,Hanchinal Bhari,hanchinal s nelogi,hanchinal s nelogi,Kalaburagi,gulbarga,Jevargi,jevargi,Harnoor,149809,620860,61944,11-29-579-05586-620725
90.9090909090909,fuzzy,Kotnoor (d),Kotnoor Darwesh (OG),atnoor,atnoor,Kalaburagi,gulbarga,Kalaburagi,afzalpur,Nandikoor,589686,620322,61934,11-29-579-05581-620153
93.33333333333331,fuzzy,Kottapalli,Kompalli,tadpalli,tadpalli,Kalaburagi,gulbarga,Sedam,chincholi,Mudhol,665173,620568,61984,11-29-579-05583-620422
92.3076923076923,fuzzy,Kusnoor,Kusnoor (Part),bhusnoor,bhusnoor,Kalaburagi,gulbarga,Kalaburagi,aland,Kusnoor,149760,620266,61932,11-29-579-05580-620062
100.0,fuzzy,NAGARALLI,Nagarhalli,nagarhal,nagarhal,Kalaburagi,gulbarga,Yadrami,chincholi,MALLI,149881,620833,61958,11-29-579-05583-620335
100.0,fuzzy,Sangapur,Sangam[K],sangapur,sangapur,Kalaburagi,gulbarga,Chincholi,chincholi,Venktapur,149482,620441,61849,11-29-579-05583-620358
100.0,fuzzy,Seribhiknalli,SERIBIKANALLI,seri,seri,Kalaburagi,gulbarga,Chincholi,chincholi,Venktapur,662333,620370,61849,11-29-579-05583-620424
100.0,fuzzy,ATHUR,BELLURU,bettathur,bettathur,Kodagu,kodagu,Kushalanagar,madikeri,GUDDEHOSUR,153485,923974,62416,11-29-576-05566-617800
100.0,fuzzy,ATHUR,ATHUR,bettathur,bettathur,Kodagu,kodagu,Ponnampet,madikeri,HATHUR,701118,924053,62453,11-29-576-05566-617800
76.92307692307692,fuzzy,BEERUGA,BEERUGA,nerugalale,nerugalale,Kodagu,kodagu,Ponnampet,somvarpet,SRIMANGALA,661894,924064,62461,11-29-576-05567-617943
75.0,fuzzy,CHENNANGI,CHENNANGI,cherangala,cherangala,Kodagu,kodagu,Virajpet,madikeri,Chennayanakote,702204,924040,62449,11-29-576-05566-617795
90.0,fuzzy,Chennapura,CHENNAPURA,channapura,channapura,Kodagu,kodagu,Somvarpet,somvarpet,Gowdalli,153426,938979,62401,11-29-576-05567-617905
78.26086956521739,fuzzy,CHIKKA ALUVARA,CHIKKA ALUVARA,chikka tholur,chikka tholur,Kodagu,kodagu,Kushalanagar,somvarpet,Torenur,661862,924016,62421,11-29-576-05567-617925
100.0,fuzzy,GONIKOPPA,Gonikoppal (CT),,gonikoppal,Kodagu,kodagu,Ponnampet,virajpet,Gonikoppal,153632,910319,62469,11-29-576-05568-618089
80.0,fuzzy,GUDDEHOSURU,GUDDEHOSURU,kasuru,kasuru,Kodagu,kodagu,Kushalanagar,somvarpet,GUDDEHOSUR,661828,923977,62416,11-29-576-05567-617860
80.0,fuzzy,Hudur,Hudur,ist kudlur,ist kudlur,Kodagu,kodagu,Ponnampet,somvarpet,PONNAMPET,695841,924028,62468,11-29-576-05567-617872
88.88888888888889,fuzzy,HULUGUNDA,HULUGUNDA,halugunda,halugunda,Kodagu,kodagu,Kushalanagar,virajpet,0,661848,923999,0,11-29-576-05568-618018
85.71428571428572,fuzzy,KOTTURU,KOTTURU,kitturu,kitturu,Kodagu,kodagu,Madikeri,somvarpet,0,661743,923893,0,11-29-576-05567-617888
85.71428571428572,fuzzy,MADALAPURA,SHIRAHOLALU,made,made,Kodagu,kodagu,Kushalanagar,madikeri,0,661842,939033,0,11-29-576-05566-617811
85.71428571428572,fuzzy,MADAPATNA,MADAPATNA,made,made,Kodagu,kodagu,Kushalanagar,madikeri,GUDDEHOSUR,701119,923978,62416,11-29-576-05566-617811
90.0,fuzzy,MUGUTAGERI,MUGUTAGERI,mugatageri,mugatageri,Kodagu,kodagu,Ponnampet,virajpet,PONNAMPET,153578,924029,62468,11-29-576-05568-618065
100.0,fuzzy,NOKYA SIDDAPURA,NOKYA SIDDAPURA,siddapura,siddapura,Kodagu,kodagu,Ponnampet,virajpet,THITHIMATHI,702206,939080,62455,11-29-576-05568-618027
93.33333333333331,fuzzy,P PERAJE,P.PERAJE,kundalpadi peraje,kundalpadi peraje,Kodagu,kodagu,Madikeri,madikeri,Peraje,661768,923915,62383,11-29-576-05566-617808
83.33333333333334,fuzzy,Sanivarsanthe,HOSAHALLI ( SHANIVARASANTHE HOBLI),agalli,agalli,Kodagu,kodagu,Somvarpet,somvarpet,Shanivarasanthe,153385,939272,62397,11-29-576-05567-617877
78.26086956521739,fuzzy,SIDDALINGAPURA,SIDDALINGAPURA,siddapura,siddapura,Kodagu,kodagu,Kushalanagar,virajpet,Torenur,661864,924018,62421,11-29-576-05568-618027
95.23809523809524,fuzzy,SRIMANAGALA,SRIMANAGALA,cherala srimangala,cherala srimangala,Kodagu,kodagu,Ponnampet,somvarpet,SRIMANGALA,695839,924065,62461,11-29-576-05567-617967
94.11764705882354,fuzzy,Yadavanadu Forest 1,YADAVANADU (EDAVARE majare Iguru),yedavanadu forest-2,yedavanadu forest-2,Kodagu,kodagu,Somvarpet,somvarpet,Aigur,153466,923921,62410,11-29-576-05567-617949
100.0,fuzzy,Bangaranatha,Bangaranatha,natha,natha,Kolar,kolar,Bangarapet,bangarapet,Thoppanahalli,589788,622635,236411,11-29-581-05593-622711
85.71428571428572,fuzzy,Charla Dinne,Charaladinne,gajaladinne,gajaladinne,Kolar,kolar,Kolar,kolar,0,589731,622078,0,11-29-581-05591-622025
82.35294117647058,fuzzy,Chinnakote,Chinnakote (OG),chinnakamanahalli,chinnakamanahalli,Kolar,kolar,Bangarapet,bangarapet,Chinna Kota,153638,622847,62474,11-29-581-05593-622630
95.23809523809524,fuzzy,DEVAGANAHALLI,Devaganahalli (OG),naganahalli,naganahalli,Kolar,kolar,Bangarapet,mulbagal,Chinna Kota,153641,622848,62474,11-29-581-05594-623048
93.33333333333331,fuzzy,Dharmakrishnepalli,Dharmakrishnepalli,anepalli,anepalli,Kolar,kolar,Bangarapet,srinivaspur,0,589744,622706,0,11-29-581-05590-621429
100.0,fuzzy,Ganeshpur,Ganeshapura,shapur,shapur,Kolar,kolar,Kolar,kolar,Thoradevandahalli,589732,621991,62633,11-29-581-05591-622081
95.23809523809524,fuzzy,GANGA SANDRA,Gangasandra,mangasandra,mangasandra,Kolar,kolar,Malur,kolar,MASTHI,155165,622160,62646,11-29-581-05591-621857
94.73684210526316,fuzzy,Kathihalli,Kathihalli (OG),doddathihalli,doddathihalli,Kolar,kolar,Bangarapet,mulbagal,Chinna Kota,153639,622846,62474,11-29-581-05594-623046
100.0,fuzzy,Kurubarahalli,Kurubarahalli,kurubarahalli,kurubarahalli,Kolar,kolar,Mulbagal,srinivaspur,Hanumanahalli,665098,623023,62685,11-29-581-05590-621678
95.65217391304348,fuzzy,PARANDAHALLI,Parandahalli(Part),barandahalli,barandahalli,Kolar,kolar,K G F,kolar,PARANDAHALLI,153731,622755,62483,11-29-581-05591-622010
85.71428571428572,fuzzy,SONNANADODDI,SONNANADODDI,tholasanadoddi,tholasanadoddi,Kolar,kolar,Malur,malur,HASANDAHALLI,696315,622317,62647,11-29-581-05592-622322
96.0,fuzzy,THAMENAHALLI,Thammenahalli,thammenhalli,thammenhalli,Kolar,kolar,Bangarapet,bangarapet,Chinna Kota,153642,622550,62474,11-29-581-05593-622662
90.9090909090909,fuzzy,THIPPABOYENAHALLI,Thippaboyenahalli,boyinahalli,boyinahalli,Kolar,kolar,K G F,bangarapet,0,589757,622733,0,11-29-581-05593-622599
100.0,fuzzy,VENKATAPURA,VENKATAPURA,venkatapura,venkatapura,Kolar,kolar,Malur,kolar,K.G.HALLI,694232,621685,62665,11-29-581-05591-621859
100.0,fuzzy,Vaddaratti,Baglapura,pura,pura,Koppal,koppal,Gangavathi,kushtagi,Vaddarahatti,588718,601604,64300,11-29-560-05465-601540
100.0,fuzzy,Addi Halli,ADDIHALLI,addihalli,addihalli,Mandya,mandya,Nagamangala,nagamangala,DODDABALA,157425,613798,62948,11-29-573-05547-613805
100.0,fuzzy,Anche Doddi,Devalinganapura,pura,pura,Mandya,mandya,Malvalli,krishnarajpet,Nagegowdanadoddi,157031,614749,62876,11-29-573-05546-613543
94.11764705882352,fuzzy,Bedadahalli,BEDADAHALLY,madahalli,madahalli,Mandya,mandya,Krishnarajpet,krishnarajpet,Bharathipura Cross,156635,926860,62795,11-29-573-05546-613402
100.0,fuzzy,Bookahallikoppalu,BUKAHALLIKOPPALU,bookahalli,bookahalli,Mandya,mandya,Krishnarajpet,krishnarajpet,Ganjigere,156778,613674,62811,11-29-573-05546-613657
100.0,fuzzy,Chamikoppalu,CHAMIKOPPLU,koppa,koppa,Mandya,mandya,Krishnarajpet,nagamangala,Hariharapura,156751,613571,62807,11-29-573-05547-613725
85.71428571428572,fuzzy,Chikkebagilu,CHIKKEBBAGILU,chikkade,chikkade,Mandya,mandya,Malvalli,pandavapura,Purigali,156973,614833,62864,11-29-573-05548-614183
100.0,fuzzy,Devegowdanakoppalu,DEVEGOWDANAKOPPALU,koppa,koppa,Mandya,mandya,Pandavapura,nagamangala,Chikkade,157718,614185,62977,11-29-573-05547-613725
100.0,fuzzy,Doddena Halli,Doddenahalli,doddenahalli,doddenahalli,Mandya,mandya,Nagamangala,nagamangala,GONDENAHALLI,157385,613856,62944,11-29-573-05547-613778
100.0,fuzzy,Ganjigerekoppalu,GANJIGEREKOPPALU,ganjigere,ganjigere,Mandya,mandya,Krishnarajpet,krishnarajpet,Ganjigere,156773,613673,62811,11-29-573-05546-613658
100.0,fuzzy,Gowdara Halli,Gowdarahalli,gowdarahalli,gowdarahalli,Mandya,mandya,Nagamangala,nagamangala,Hulikere,157437,613742,287959,11-29-573-05547-613847
86.95652173913044,fuzzy,Gowdenahally,GOWDENAHALLY,chowdenahalli,chowdenahalli,Mandya,mandya,Krishnarajpet,krishnarajpet,Anagola,595375,926857,62800,11-29-573-05546-613407
95.65217391304348,fuzzy,Jodi Vaddara Halli,VADDARAHALI,vaddarahalli,vaddarahalli,Mandya,mandya,Nagamangala,krishnarajpet,HONAKERE,157610,614036,62962,11-29-573-05546-613390
90.0,fuzzy,K.r. Sagara,Krishnarajasagara,krishnapura,krishnapura,Mandya,mandya,Shrirangapattana,nagamangala,K. R. Sagara,157805,942729,63009,11-29-573-05547-613750
100.0,fuzzy,Kadampura,Kaggalipura,pura,pura,Mandya,mandya,Malvalli,krishnarajpet,D.halasahalli,157054,614732,62882,11-29-573-05546-613543
100.0,fuzzy,M.hosur,HOSURU,hosur,hosur,Mandya,mandya,Krishnarajpet,nagamangala,Haralahalli,156723,926878,62804,11-29-573-05547-613803
100.0,fuzzy,Neethimangala,NEETHIMANGALA,mangala,mangala,Mandya,mandya,Krishnarajpet,mandya,Haralahalli,156711,613483,62804,11-29-573-05550-614485
100.0,fuzzy,Shettynayakana Koppalu,SHETTANAYAKANKOPPALU,koppa,koppa,Mandya,mandya,Krishnarajpet,nagamangala,Sindhagatta,595383,613480,62791,11-29-573-05547-613725
95.23809523809524,fuzzy,Vijaya Hosalli,Kanchahalli,hanchahalli,hanchahalli,Mandya,mandya,Krishnarajpet,mandya,Bookanakere,156563,613647,62788,11-29-573-05550-614366
100.0,fuzzy,Alanahally,Alanahalli (OG),alanahalli,alanahalli,Mysuru,mysore,Mysuru,piriyapatna,Alanahalli,665697,618836,63135,11-29-577-05569-618238
100.0,fuzzy,Anechowkuru,Anechowkur Forest,chowkur,chowkur,Mysuru,mysore,Piriyapatna,piriyapatna,Malangi,158874,618279,63199,11-29-577-05569-618282
100.0,fuzzy,ANKUPURA,Ankupura,pura,pura,Mysuru,mysore,SARAGURU,heggadadevankote,0,157986,619013,0,11-29-577-05573-618959
100.0,fuzzy,B.shettahalli,Settahalli,settahalli,settahalli,Mysuru,mysore,Tirumakudal-narsipur,hunsur,B.shettahalli,159029,619431,63227,11-29-577-05570-618368
100.0,fuzzy,Beernahalli,Beeranahalli,beeranahallikaval,beeranahallikaval,Mysuru,mysore,Krishnarajanagara,hunsur,Hebbalu,158370,618590,63088,11-29-577-05570-618372
85.71428571428572,fuzzy,Bettadakaval,Bettadakaval,bettadur,bettadur,Mysuru,mysore,Piriyapatna,hunsur,Bettadatunga,158799,618170,63189,11-29-577-05570-618452
76.92307692307692,fuzzy,Chamundibetta,Chamundibetta (OG),bettadur,bettadur,Mysuru,mysore,Mysuru,hunsur,Chamundibetta,664413,618837,299748,11-29-577-05570-618452
100.0,fuzzy,CHIKKAKUNDURU,Chikkakundur,kundur,kundur,Mysuru,mysore,SARAGURU,heggadadevankote,M.C. THALALU,157985,619012,63032,11-29-577-05573-618984
100.0,fuzzy,Chowdahalli,Chowdahalli,chowdahalli,chowdahalli,Mysuru,mysore,Heggadadevankote,mysore,Thumbasoge,157885,619120,63019,11-29-577-05572-618737
76.19047619047619,fuzzy,Gobbalikaval,Gobbalikaval,sathyagalakaval,sathyagalakaval,Mysuru,mysore,Piriyapatna,piriyapatna,Kanagalu,158757,618091,63183,11-29-577-05569-618284
88.88888888888889,fuzzy,Gundathur,Gundathur,k gandathur,k gandathur,Mysuru,mysore,Heggadadevankote,heggadadevankote,N.Belthur,158061,619052,63039,11-29-577-05573-619054
100.0,fuzzy,Halavara Mata,HALAVARAMATA,halavara,halavara,Mysuru,mysore,Tirumakudal-narsipur,tirumakudal narsipur,Kolathuru,159012,619360,63222,11-29-577-05575-619359
100.0,fuzzy,HALEMANCHAHALLI,Halemanchahalli,manchahalli,manchahalli,Mysuru,mysore,SARAGURU,heggadadevankote,MANUGANAHALLI,157942,618976,63027,11-29-577-05573-618977
83.33333333333334,fuzzy,Hinkal,Hinkal (CT),chikkalaxmipura,chikkalaxmipura,Mysuru,mysore,Mysuru,tirumakudal narsipur,Hinkal,664401,618829,299749,11-29-577-05575-619352
100.0,fuzzy,Hirehalli,Hirehalli,hirehalli,hirehalli,Mysuru,mysore,Heggadadevankote,heggadadevankote,Hirehalli,157896,619016,63021,11-29-577-05573-618872
100.0,fuzzy,Hosakote,Hosakote,hosakote,hosakote,Mysuru,mysore,Mysuru,hunsur,Gungaralachathra,158548,618688,63129,11-29-577-05570-618351
100.0,fuzzy,HOSAMALA,ANTHARASANTHE KAVAL,antharasanthe,antharasanthe,Mysuru,mysore,Heggadadevankote,heggadadevankote,HOSAHOLALU,676017,939277,299730,11-29-577-05573-619017
100.0,fuzzy,Hundimala,Husenpuranala,husenpura,husenpura,Mysuru,mysore,Hunsur,hunsur,Uyigondanahalli,590015,618443,63048,11-29-577-05570-618442
83.33333333333334,fuzzy,INURMARIGUDIJUNGLE,AINURU MARIGUDI JANGAL,kanagal,kanagal,Mysuru,mysore,SARAGURU,piriyapatna,B. MATAKERE,158011,619111,63034,11-29-577-05569-618093
100.0,fuzzy,IYANAPURA,AYYANAPURA,pura,pura,Mysuru,mysore,SARAGURU,heggadadevankote,B. MATAKERE,158026,619055,63034,11-29-577-05573-618959
100.0,fuzzy,Kallahalli,Kallahalli,kallahalli,kallahalli,Mysuru,mysore,Nanjangud,hunsur,Deburu,158692,619167,63169,11-29-577-05570-618342
100.0,fuzzy,Karlapura,Karlapura,pura,pura,Mysuru,mysore,Nanjangud,heggadadevankote,Deviramanahalli,158687,619169,63168,11-29-577-05573-618959
92.85714285714286,fuzzy,Kathcuvinahalli Jungle,Kachuvanahalli Jungle,kachuvinahalli,kachuvinahalli,Mysuru,mysore,Piriyapatna,hunsur,Panchavlli,158863,618292,63198,11-29-577-05570-618387
94.11764705882352,fuzzy,Koorgally,Hutagalli (CT),,koorgalli,Mysuru,mysore,Mysuru,mysore,Koorgally,158464,618827,63109,11-29-577-05572-618826
84.21052631578947,fuzzy,Lingabudipalya,Lingambudi (OG),bandipalya,bandipalya,Mysuru,mysore,Mysuru,mysore,Srirampura,664404,618839,63118,11-29-577-05572-618733
100.0,fuzzy,Lingapura Forest,Lingapura Forest,lingapura,lingapura,Mysuru,mysore,Piriyapatna,piriyapatna,Muttur,158884,618246,63200,11-29-577-05569-618146
100.0,fuzzy,Madapura,MADHAPURA,madapura,madapura,Mysuru,mysore,Mysuru,hunsur,Varuna,158482,618807,63115,11-29-577-05570-618316
100.0,fuzzy,MALLARAJAPURA,Mallarajapura,rajapura,rajapura,Mysuru,mysore,SARAGURU,piriyapatna,Hegganur,158004,619082,63033,11-29-577-05569-618271
100.0,fuzzy,Muddanahalli,Muddanahalli *,karimuddanahalli,karimuddanahalli,Mysuru,mysore,Piriyapatna,hunsur,Panchavlli,158862,618291,63198,11-29-577-05570-618492
100.0,fuzzy,Ramashettipura,Ramasettipura,pura,pura,Mysuru,mysore,Nanjangud,heggadadevankote,Dasanur,158635,619304,63153,11-29-577-05573-618959
95.65217391304348,fuzzy,Rammanahally,Ramanahalli,rammanahalli,rammanahalli,Mysuru,mysore,Mysuru,mysore,Rammanahally,158472,618685,63112,11-29-577-05572-618728
94.73684210526316,fuzzy,Sathagalli,Sathagalli (OG),bhugathagalli,bhugathagalli,Mysuru,mysore,Mysuru,mysore,Hanchya,664411,618835,63122,11-29-577-05572-618784
100.0,fuzzy,Sundapura,Sundapura,pura,pura,Mysuru,mysore,Heggadadevankote,heggadadevankote,N.Belthur,158059,619037,63039,11-29-577-05573-618959
100.0,fuzzy,Vadderahosahalli Jungle,Vaderahosahalli Jungle,vaderahosahalli,vaderahosahalli,Mysuru,mysore,Piriyapatna,hunsur,Chikkanerale,158939,618174,63205,11-29-577-05570-618476
94.11764705882352,fuzzy,BANDIGANAHALLI,Bandiganahalli,annahalli,annahalli,RAMANAGARA,ramanagara,Kanakapura,ramanagara,DODDAMUDAVADI,143085,626363,59982,11-29-584-05606-626158
100.0,fuzzy,BOODIGUPPE,Kanakapura (Rural),,kanakapura,RAMANAGARA,ramanagara,Kanakapura,kanakapura,BUDIGUPPE,142975,626469,59962,11-29-584-05608-803240
94.11764705882352,fuzzy,CHITTANAHALLI,CHITTANAHALLI.,annahalli,annahalli,RAMANAGARA,ramanagara,Magadi,ramanagara,MATHIKERE,143262,939013,60006,11-29-584-05606-626158
92.3076923076923,fuzzy,CHOODAHALLI,Choodahalli,mahalli,mahalli,RAMANAGARA,ramanagara,Kanakapura,kanakapura,Choodahalli,143040,626497,59975,11-29-584-05608-626578
85.71428571428572,fuzzy,DODDAKOPPA,Doddakoppa,arekoppa,arekoppa,RAMANAGARA,ramanagara,Kanakapura,kanakapura,I.GOLLAHALLI,142914,626571,59949,11-29-584-05608-626574
100.0,fuzzy,KUNTHURUDODDI,Chikka Maluru,alur,alur,RAMANAGARA,ramanagara,Channapatna,magadi,THITTAMARANAHALLY,142105,626259,59852,11-29-584-05605-625855
83.33333333333334,fuzzy,KUNURU,Kunuru,nunnuru,nunnuru,RAMANAGARA,ramanagara,Kanakapura,channapatna,NARAYANAPURA,143066,626483,59978,11-29-584-05607-626305
76.92307692307692,fuzzy,MURKANI,Murkani,muradihosahalli,muradihosahalli,RAMANAGARA,ramanagara,Kanakapura,kanakapura,SOMEDYAPANAHALLI,143007,626435,59966,11-29-584-05608-626441
88.88888888888889,fuzzy,PAPASHASTRI PALYA,Papasastripalya,kalya,kalya,RAMANAGARA,ramanagara,Magadi,magadi,MADABAL,589746,626034,59990,11-29-584-05605-625938
87.5,fuzzy,PURADHADODDI,PURADHA DODDI (MARALAWADI HOBLI),hosadoddi,hosadoddi,RAMANAGARA,ramanagara,Kanakapura,ramanagara,T.HOSAHALLI,665293,626385,59977,11-29-584-05606-626176
100.0,fuzzy,RAMASAGARA,YAREHALLI,arehalli,arehalli,RAMANAGARA,ramanagara,Kanakapura,ramanagara,KOLLIGANAHALLI,665574,626588,59961,11-29-584-05606-626071
88.88888888888889,fuzzy,RANGACHARIPALYA,Rangacharipalya,kalya,kalya,RAMANAGARA,ramanagara,Magadi,magadi,HANCHIKUPPE,607402,626033,59987,11-29-584-05605-625938
90.9090909090909,fuzzy,AGAPUR (D),AGAPUR (D),bhogapur,bhogapur,Raichur,raichur,Raichur,lingsugur,Baidoddi,696055,600788,63350,11-29-559-05459-600353
90.9090909090909,fuzzy,ANBALKHED,ANBALKHED,sanbal,sanbal,Raichur,raichur,Devadurga,lingsugur,RAMADURGA,696053,600663,63258,11-29-559-05459-600443
85.71428571428572,fuzzy,CHAPALKI,CHAPALKI,konchapli,konchapli,Raichur,raichur,Devadurga,devadurga,JALAHALLI,700916,600540,328114,11-29-559-05460-600593
100.0,fuzzy,DURG,DURG,jaldurga,jaldurga,Raichur,raichur,Devadurga,lingsugur,RAMADURGA,699917,600665,63258,11-29-559-05459-600444
100.0,fuzzy,Earalagudda,Sutardinni,dinni,dinni,Raichur,raichur,Devadurga,raichur,Nagadadinni,159193,600721,63251,11-29-559-05461-600828
85.71428571428572,fuzzy,HAMPERGUNDI,HAMPERGUNDI,herundi,herundi,Raichur,raichur,Devadurga,devadurga,JALAHALLI,700917,600548,328115,11-29-559-05460-600544
81.81818181818181,fuzzy,HIREHONKUNI,HIREHONKUNI,chickhonkuni,chickhonkuni,Raichur,raichur,Devadurga,devadurga,Masarkal,700919,600630,63271,11-29-559-05460-600629
100.0,fuzzy,HORAHATTI,HORAHATTI,,hatti,Raichur,raichur,Devadurga,lingsugur,H. Siddapur,692039,600555,63265,11-29-559-05459-600535
75.0,fuzzy,JAVGUD,JAVGUD,gunda,gunda,Raichur,raichur,Devadurga,sindhnur,RAMADURGA,692040,600661,63258,11-29-559-05463-601060
100.0,fuzzy,JOGALDINNI,JOGALDINNI,dinni,dinni,Raichur,raichur,MASKI,raichur,BAPPUR,700923,601107,63377,11-29-559-05461-600828
88.88888888888889,fuzzy,Kanakanaikana Doddi,Konganaikandoddi,kannedoddi,kannedoddi,Raichur,raichur,Sindhanur,raichur,Jawalgera,589904,601150,63385,11-29-559-05461-600854
100.0,fuzzy,Kurdi Cros Camp,Kumdhal,kurdi,kurdi,Raichur,raichur,Manvi,manvi,Kurdi,160016,601027,63340,11-29-559-05462-600999
88.88888888888889,fuzzy,LAXMINARAYANAPURA,LAXMINARAYANAPURA,ratanapur,ratanapur,Raichur,raichur,Devadurga,sindhnur,Maladakal,699916,600669,63259,11-29-559-05463-601058
88.88888888888889,fuzzy,Lokanaikana Doddi,Locknaikandoddi,kannedoddi,kannedoddi,Raichur,raichur,Sindhanur,raichur,Jawalgera,589902,601148,63385,11-29-559-05461-600854
80.0,fuzzy,MANGI GADDE,MANGI GADDE,,manvi,Raichur,raichur,Raichur,manvi,ATHKOOR,692037,600755,63347,11-29-559-05462-803068
100.0,fuzzy,N.HOSUR,Hosur.N,hosur,hosur,Raichur,raichur,Sirawara,lingsugur,MALLAT,159849,600959,63323,11-29-559-05459-600480
75.0,fuzzy,TAMALGHAT (D),TAMALGHAT (D),,hatti,Raichur,raichur,Raichur,lingsugur,Baidoddi,700924,600787,63350,11-29-559-05459-600535
88.88888888888889,fuzzy,TIPPAPUR,TIPPAPUR,bapur,bapur,Raichur,raichur,Devadurga,raichur,RAMADURGA,696054,600662,63258,11-29-559-05461-600802
90.0,fuzzy,YERKAMANDODDI,YERKAMANDODDI,madmandoddi,madmandoddi,Raichur,raichur,Devadurga,raichur,JALAHALLI,700918,600550,328116,11-29-559-05461-600751
100.0,fuzzy,Anjanapura,Anjanapura,pura,pura,Shivamogga,shimoga,Shikarpur,sorab,Harogoppa,644107,607842,63527,11-29-568-05516-607523
87.5,fuzzy,BADADHABAILU,BADADHABAILU,horabailu,horabailu,Shivamogga,shimoga,Sorab,sorab,Chandragutti,696311,607520,63618,11-29-568-05516-607641
100.0,fuzzy,Chikkakoralahalli,Chikkoralahalli,alahalli,alahalli,Shivamogga,shimoga,Shikarpur,sorab,Harogoppa,665440,607844,63527,11-29-568-05516-607372
100.0,fuzzy,Devagodikoppa,Devagundikoppa,koppa,koppa,Shivamogga,shimoga,Sorab,bhadravati,Ulavi,161748,607635,63631,11-29-568-05521-608546
100.0,fuzzy,Halakuni,HALKUNI,alkuni,alkuni,Shivamogga,shimoga,Shivamogga,shimoga,TUPPURU,161254,917445,300011,11-29-568-05520-608303
88.88888888888889,fuzzy,Haroguttige,HAREGOPPA,harogoppa,harogoppa,Shivamogga,shimoga,Sagar,sagar,Keladi,160900,925036,63479,11-29-568-05515-607211
100.0,fuzzy,Hole Koppa,Halekoppa,koppa,koppa,Shivamogga,shimoga,Sorab,bhadravati,Jade,665880,607398,63595,11-29-568-05521-608546
100.0,fuzzy,Hosur,Hosuru,hosur,hosur,Shivamogga,shimoga,Shivamogga,sagar,Agasavalli,665771,608315,63562,11-29-568-05515-607273
82.35294117647058,fuzzy,Javagatte,JAVAGATTE,balagatte,balagatte,Shivamogga,shimoga,Shikarpur,tirthahalli,Belagavi,161232,607712,63556,11-29-568-05519-608240
100.0,fuzzy,Kambaduru,Kambadooru,adur,adur,Shivamogga,shimoga,Shikarpur,sagar,Harogoppa,665431,607839,63527,11-29-568-05515-607274
80.0,fuzzy,Keluve,KELUVE,biluve,biluve,Shivamogga,shimoga,Sagar,tirthahalli,Kanle,665414,926086,63497,11-29-568-05519-608206
