state,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,jjm_village_id,jjm_village,lgd_village_id,lgd_village,district_from_header,source_file,serial_no,shrug_village_id,shrug_shrid2,shrug_village_name,shrug_district,shrug_subdistrict,shrug_lgd_gp_code,shrug_gp_name,name_match_shrug_id,name_match_shrug_name,name_match_type,name_match_score,final_shrug_id,final_shrug_name,match_method
Karnataka,Kodagu,Ponnampet,62461,SRIMANGALA,661894,BEERUGA,924064,BEERUGA,Kodagu,Kodagu.xls,39,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Virajpet,62449,Chennayanakote,702204,CHENNANGI,924040,CHENNANGI,Kodagu,Kodagu.xls,70,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Kushalanagar,62421,Torenur,661862,CHIKKA ALUVARA,924016,CHIKKA ALUVARA,Kodagu,Kodagu.xls,75,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Ponnampet,62469,Gonikoppal,153632,GONIKOPPA,910319,Gonikoppal (CT),Kodagu,Kodagu.xls,97,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Kushalanagar,62416,GUDDEHOSUR,661828,GUDDEHOSURU,923977,GUDDEHOSURU,Kodagu,Kodagu.xls,100,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Kushalanagar,0,0,661841,HUDUGURU,923992,HUDUGURU,Kodagu,Kodagu.xls,131,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Ponnampet,62468,PONNAMPET,695841,Hudur,924028,Hudur,Kodagu,Kodagu.xls,132,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Kushalanagar,0,0,661842,MADALAPURA,939033,SHIRAHOLALU,Kodagu,Kodagu.xls,207,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Kushalanagar,62416,GUDDEHOSUR,701119,MADAPATNA,923978,MADAPATNA,Kodagu,Kodagu.xls,208,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Ponnampet,62455,THITHIMATHI,702206,NOKYA SIDDAPURA,939080,NOKYA SIDDAPURA,Kodagu,Kodagu.xls,259,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Madikeri,62383,Peraje,661768,P PERAJE,923915,P.PERAJE,Kodagu,Kodagu.xls,260,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Somvarpet,62397,Shanivarasanthe,153385,Sanivarsanthe,939272,HOSAHALLI ( SHANIVARASANTHE HOBLI),Kodagu,Kodagu.xls,270,,,,,,,,,,,,,,unmatched
Karnataka,Kodagu,Kushalanagar,62421,Torenur,661864,SIDDALINGAPURA,924018,SIDDALINGAPURA,Kodagu,Kodagu.xls,275,,,,,,,,,,,,,,unmatched
Karnataka,Kolar,Bangarapet,236411,Thoppanahalli,589788,Bangaranatha,622635,Bangaranatha,Kolar,Kolar.xls,120,,,,,,,,,,,,,,unmatched
Karnataka,Kolar,Kolar,0,0,589731,Charla Dinne,622078,Charaladinne,Kolar,Kolar.xls,268,,,,,,,,,,,,,,unmatched
Karnataka,Kolar,Bangarapet,62474,Chinna Kota,153638,Chinnakote,622847,Chinnakote (OG),Kolar,Kolar.xls,313,,,,,,,,,,,,,,unmatched
Karnataka,Kolar,Bangarapet,0,0,589744,Dharmakrishnepalli,622706,Dharmakrishnepalli,Kolar,Kolar.xls,364,,,,,,,,,,,,,,unmatched
Karnataka,Kolar,Kolar,62633,Thoradevandahalli,589732,Ganeshpur,621991,Ganeshapura,Kolar,Kolar.xls,442,,,,,,,,,,,,,,unmatched
Karnataka,Kolar,Bangarapet,62474,Chinna Kota,153639,Kathihalli,622846,Kathihalli (OG),Kolar,Kolar.xls,755,,,,,,,,,,,,,,unmatched
Karnataka,Kolar,Malur,62647,HASANDAHALLI,696315,SONNANADODDI,622317,SONNANADODDI,Kolar,Kolar.xls,1326,,,,,,,,,,,,,,unmatched
Karnataka,Koppal,Gangavathi,64300,Vaddarahatti,588718,Vaddaratti,601604,Baglapura,Koppal,Koppal.xls,552,,,,,,,,,,,,,,unmatched
Karnataka,Mandya,Malvalli,62876,Nagegowdanadoddi,157031,Anche Doddi,614749,Devalinganapura,Mandya,Mandya.xls,47,,,,,,,,,,,,,,unmatched
Karnataka,Mandya,Krishnarajpet,62807,Hariharapura,156751,Chamikoppalu,613571,CHAMIKOPPLU,Mandya,Mandya.xls,250,,,,,,,,,,,,,,unmatched
Karnataka,Mandya,Krishnarajpet,62811,Ganjigere,156773,Ganjigerekoppalu,613673,GANJIGEREKOPPALU,Mandya,Mandya.xls,433,,,,,,,,,,,,,,unmatched
Karnataka,Mandya,Shrirangapattana,63009,K. R. Sagara,157805,K.r. Sagara,942729,Krishnarajasagara,Mandya,Mandya.xls,677,,,,,,,,,,,,,,unmatched
Karnataka,Mandya,Krishnarajpet,62804,Haralahalli,156711,Neethimangala,613483,NEETHIMANGALA,Mandya,Mandya.xls,1060,,,,,,,,,,,,,,unmatched
Karnataka,Mandya,Krishnarajpet,62791,Sindhagatta,595383,Shettynayakana Koppalu,613480,SHETTANAYAKANKOPPALU,Mandya,Mandya.xls,1164,,,,,,,,,,,,,,unmatched
Karnataka,Mandya,Krishnarajpet,62788,Bookanakere,156563,Vijaya Hosalli,613647,Kanchahalli,Mandya,Mandya.xls,1299,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Piriyapatna,63199,Malangi,158874,Anechowkuru,618279,Anechowkur Forest,Mysuru,Mysuru.xls,33,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,SARAGURU,0,0,157986,ANKUPURA,619013,Ankupura,Mysuru,Mysuru.xls,43,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Piriyapatna,63189,Bettadatunga,158799,Bettadakaval,618170,Bettadakaval,Mysuru,Mysuru.xls,137,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Mysuru,299748,Chamundibetta,664413,Chamundibetta,618837,Chamundibetta (OG),Mysuru,Mysuru.xls,188,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Piriyapatna,63183,Kanagalu,158757,Gobbalikaval,618091,Gobbalikaval,Mysuru,Mysuru.xls,331,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Tirumakudal-narsipur,63222,Kolathuru,159012,Halavara Mata,619360,HALAVARAMATA,Mysuru,Mysuru.xls,377,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Mysuru,299749,Hinkal,664401,Hinkal,618829,Hinkal (CT),Mysuru,Mysuru.xls,454,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Heggadadevankote,299730,HOSAHOLALU,676017,HOSAMALA,939277,ANTHARASANTHE KAVAL,Mysuru,Mysuru.xls,490,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Hunsur,63048,Uyigondanahalli,590015,Hundimala,618443,Husenpuranala,Mysuru,Mysuru.xls,513,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,SARAGURU,63034,B. MATAKERE,158011,INURMARIGUDIJUNGLE,619111,AINURU MARIGUDI JANGAL,Mysuru,Mysuru.xls,532,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,SARAGURU,63034,B. MATAKERE,158026,IYANAPURA,619055,AYYANAPURA,Mysuru,Mysuru.xls,536,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Piriyapatna,63198,Panchavlli,158863,Kathcuvinahalli Jungle,618292,Kachuvanahalli Jungle,Mysuru,Mysuru.xls,640,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Mysuru,63109,Koorgally,158464,Koorgally,618827,Hutagalli (CT),Mysuru,Mysuru.xls,707,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Mysuru,63118,Srirampura,664404,Lingabudipalya,618839,Lingambudi (OG),Mysuru,Mysuru.xls,765,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Piriyapatna,63200,Muttur,158884,Lingapura Forest,618246,Lingapura Forest,Mysuru,Mysuru.xls,768,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,SARAGURU,63033,Hegganur,158004,MALLARAJAPURA,619082,Mallarajapura,Mysuru,Mysuru.xls,815,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Nanjangud,63153,Dasanur,158635,Ramashettipura,619304,Ramasettipura,Mysuru,Mysuru.xls,987,,,,,,,,,,,,,,unmatched
Karnataka,Mysuru,Heggadadevankote,63039,N.Belthur,158059,Sundapura,619037,Sundapura,Mysuru,Mysuru.xls,1075,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Kanakapura,59962,BUDIGUPPE,142975,BOODIGUPPE,626469,Kanakapura (Rural),RAMANAGARA,RAMANAGARA.xls,116,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Kanakapura,59949,I.GOLLAHALLI,142914,DODDAKOPPA,626571,Doddakoppa,RAMANAGARA,RAMANAGARA.xls,192,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Kanakapura,59953,Bannimukkodlu,142933,IRRALAPODU,626625,Irlapodu,RAMANAGARA,RAMANAGARA.xls,331,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Channapatna,59852,THITTAMARANAHALLY,142105,KUNTHURUDODDI,626259,Chikka Maluru,RAMANAGARA,RAMANAGARA.xls,436,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Kanakapura,59978,NARAYANAPURA,143066,KUNURU,626483,Kunuru,RAMANAGARA,RAMANAGARA.xls,437,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Kanakapura,59966,SOMEDYAPANAHALLI,143007,MURKANI,626435,Murkani,RAMANAGARA,RAMANAGARA.xls,526,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Magadi,59990,MADABAL,589746,PAPASHASTRI PALYA,626034,Papasastripalya,RAMANAGARA,RAMANAGARA.xls,561,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Kanakapura,59977,T.HOSAHALLI,665293,PURADHADODDI,626385,PURADHA DODDI (MARALAWADI HOBLI),RAMANAGARA,RAMANAGARA.xls,568,,,,,,,,,,,,,,unmatched
Karnataka,RAMANAGARA,Magadi,59987,HANCHIKUPPE,607402,RANGACHARIPALYA,626033,Rangacharipalya,RAMANAGARA,RAMANAGARA.xls,578,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63258,RAMADURGA,696053,ANBALKHED,600663,ANBALKHED,Raichur,Raichur.xls,24,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,328114,JALAHALLI,700916,CHAPALKI,600540,CHAPALKI,Raichur,Raichur.xls,131,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Sindhanur,63385,Jawalgera,589906,Dibbanakedi {d),601156,Dibbanakhed,Raichur,Raichur.xls,177,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63258,RAMADURGA,699917,DURG,600665,DURG,Raichur,Raichur.xls,190,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63251,Nagadadinni,159193,Earalagudda,600721,Sutardinni,Raichur,Raichur.xls,192,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,328115,JALAHALLI,700917,HAMPERGUNDI,600548,HAMPERGUNDI,Raichur,Raichur.xls,276,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63271,Masarkal,700919,HIREHONKUNI,600630,HIREHONKUNI,Raichur,Raichur.xls,314,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63265,H. Siddapur,692039,HORAHATTI,600555,HORAHATTI,Raichur,Raichur.xls,327,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63258,RAMADURGA,692040,JAVGUD,600661,JAVGUD,Raichur,Raichur.xls,382,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Sindhanur,63385,Jawalgera,589904,Kanakanaikana Doddi,601150,Konganaikandoddi,Raichur,Raichur.xls,422,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Manvi,63340,Kurdi,160016,Kurdi Cros Camp,601027,Kumdhal,Raichur,Raichur.xls,476,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63259,Maladakal,699916,LAXMINARAYANAPURA,600669,LAXMINARAYANAPURA,Raichur,Raichur.xls,488,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Sindhanur,63385,Jawalgera,589902,Lokanaikana Doddi,601148,Locknaikandoddi,Raichur,Raichur.xls,491,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Raichur,63347,ATHKOOR,692037,MANGI GADDE,600755,MANGI GADDE,Raichur,Raichur.xls,528,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Raichur,63350,Baidoddi,700924,TAMALGHAT (D),600787,TAMALGHAT (D),Raichur,Raichur.xls,719,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,63258,RAMADURGA,696054,TIPPAPUR,600662,TIPPAPUR,Raichur,Raichur.xls,733,,,,,,,,,,,,,,unmatched
Karnataka,Raichur,Devadurga,328116,JALAHALLI,700918,YERKAMANDODDI,600550,YERKAMANDODDI,Raichur,Raichur.xls,813,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sorab,63618,Chandragutti,696311,BADADHABAILU,607520,BADADHABAILU,Shivamogga,Shivamogga.xls,95,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sagar,63479,Keladi,160900,Haroguttige,925036,HAREGOPPA,Shivamogga,Shivamogga.xls,473,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Shikarpur,63556,Belagavi,161232,Javagatte,607712,JAVAGATTE,Shivamogga,Shivamogga.xls,648,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sagar,63497,Kanle,665414,Keluve,926086,KELUVE,Shivamogga,Shivamogga.xls,788,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Shikarpur,63527,Harogoppa,665418,Kesarghatta(be),607845,Kesaraghatta,Shivamogga,Shivamogga.xls,807,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sorab,63608,Tatturu,161500,Oddigere,925233,THATHURU VADDIGERE,Shivamogga,Shivamogga.xls,1135,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sagar,63492,Bhimaneri,665389,Suranagadde,925015,SURANAGADDE,Shivamogga,Shivamogga.xls,1269,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sagar,63503,Herenelluru,665402,Tattegundi,925026,TATTEGUNDI,Shivamogga,Shivamogga.xls,1292,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sagar,63492,Bhimaneri,665393,TORAVAGADU,607138,Talakalale,Shivamogga,Shivamogga.xls,1346,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Shivamogga,63592,Umblebilu,161401,Totadakere,925200,TOTADAKERE,Shivamogga,Shivamogga.xls,1348,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sorab,63595,Jade,702936,YADAGOPPA,607399,YADAGOPPA,Shivamogga,Shivamogga.xls,1399,,,,,,,,,,,,,,unmatched
Karnataka,Shivamogga,Sagar,63503,Herenelluru,665395,YALAKUNDLI,925027,YALAKUNDLI,Shivamogga,Shivamogga.xls,1408,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Sira,0,0,163608,HALKURU KAVAL,610387,Halkur Kaval,TUMAKURU,TUMAKURU.xls,857,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Sira,63878,Bhuvanahalli,163574,KALLUKOTE,610366,Kallukote,TUMAKURU,TUMAKURU.xls,1225,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Kunigal,63767,Kithanamangala,162844,KITHNAMANGALA AMANIKERE,612611,Kithanamangala Amanikere,TUMAKURU,TUMAKURU.xls,1378,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Sira,63883,HONNAGONDANAHALLI,588538,KUSUKUNTE KAVAL,610368,Kusukunte Kaval,TUMAKURU,TUMAKURU.xls,1515,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Gubbi,0,0,588642,MALLASANDRA KATTE,611647,Mallasandra Katte,TUMAKURU,TUMAKURU.xls,1641,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Tumakuru,63932,Malasandra,164019,MALLASANDRA VOLAGERE KAVAL,611447,Mallasandra PALYA,TUMAKURU,TUMAKURU.xls,1642,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Sira,63878,Bhuvanahalli,163579,SIRA RURAL,610386,Sira (Rural),TUMAKURU,TUMAKURU.xls,2195,,,,,,,,,,,,,,unmatched
Karnataka,TUMAKURU,Kunigal,63772,HUTHRIDURGA,665779,TAREMARADAPALYA,612558,Taremaradapalya,TUMAKURU,TUMAKURU.xls,2268,,,,,,,,,,,,,,unmatched
Karnataka,Udupi,Udupi,65033,Ambalapadi,168572,Ambalapadi,608861,Ambalpady (OG),Udupi,Udupi.xls,14,,,,,,,,,,,,,,unmatched
Karnataka,Udupi,Udupi,65034,Kadekaru,168575,Kadekar,608863,Kadekar (OG),Udupi,Udupi.xls,106,,,,,,,,,,,,,,unmatched
Karnataka,Udupi,Udupi,65031,Thenkanidiyur,168570,Kelarkalabettu,608859,Kelarkalabettu (OG),Udupi,Udupi.xls,126,,,,,,,,,,,,,,unmatched
Karnataka,Udupi,Udupi,65033,Ambalapadi,168574,Kidiyoor,608862,Kidiyoor (OG),Udupi,Udupi.xls,133,,,,,,,,,,,,,,unmatched
Karnataka,Udupi,Udupi,65034,Kadekaru,168576,Kuthpadi,608864,Kuthpady (OG),Udupi,Udupi.xls,155,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,DANDELI,64030,AMBIKANAGAR,164733,AMGA *,602789,Amga,Uttara Kannada,Uttara Kannada.xls,49,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Ankola,63998,Bobruwada,164600,Bobruwada,603405,Bobruwada (CT),Uttara Kannada,Uttara Kannada.xls,227,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Haliyal,64028,JANAGA,164724,CHINAGINKOP,602873,CHINAGINKOP,Uttara Kannada,Uttara Kannada.xls,268,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Karwar,64087,Chittakula,164992,Chitakula,602629,Chitakula (OG),Uttara Kannada,Uttara Kannada.xls,272,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Mundgod,64114,Pala,165139,Ingalki,603068,Ingalki,Uttara Kannada,Uttara Kannada.xls,558,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Honavar,64051,Navilgone,164859,Kakurve,603732,Kakurve,Uttara Kannada,Uttara Kannada.xls,604,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Ankola,63996,AGSUR,697070,KANCHINMALE,603344,KANCHINMALE,Uttara Kannada,Uttara Kannada.xls,652,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Ankola,64011,HATTIKERI,164658,Lakkeguli,603337,Lakkeguli,Uttara Kannada,Uttara Kannada.xls,826,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Ankola,63994,Vandige,164580,Laxmeshwar,603408,Laxmeshwar (OG),Uttara Kannada,Uttara Kannada.xls,831,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Siddapur,64127,Hasaragod,165244,Malubalgar,603581,Malubalgar,Uttara Kannada,Uttara Kannada.xls,869,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Ankola,64011,HATTIKERI,693179,NELLURKANCHINBAIL,603334,NELLURKANCHINBAIL,Uttara Kannada,Uttara Kannada.xls,994,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Ankola,63998,Bobruwada,164602,Tenkankeri,603407,Tenkankeri (OG),Uttara Kannada,Uttara Kannada.xls,1158,,,,,,,,,,,,,,unmatched
Karnataka,Uttara Kannada,Ankola,63994,Vandige,164581,Vandige,603409,Vandige (OG),Uttara Kannada,Uttara Kannada.xls,1212,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,BABALESHWAR,60946,Arjungi,146012,ARAJUNAGI,599121,Arjunagi,VIJAYAPURA,VIJAYAPURA.xls,31,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,NIDAGUNDI,299790,GANI R C,145907,BISALAKOPPA,599476,Bisalakoppa (R.C),VIJAYAPURA,VIJAYAPURA.xls,102,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,BABALESHWAR,60983,SARAWAD,701085,DADAMATTI,599114,DADAMATTI,VIJAYAPURA,VIJAYAPURA.xls,150,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,Muddebihal,61060,RAKKASAGI,146351,KAPANUR,599642,Kapanur,VIJAYAPURA,VIJAYAPURA.xls,351,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,KOLHAR,60933,RONIHAL,692353,MUTTALADINNI,599456,MUTTALADINNI,VIJAYAPURA,VIJAYAPURA.xls,475,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,BABALESHWAR,60959,HALAGANI,701084,SANGAPUR(H),599126,SANGAPUR(H),VIJAYAPURA,VIJAYAPURA.xls,538,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,Thikota,60985,Siddapur-K,146101,SIDDAPUR K,599040,Siddapura,VIJAYAPURA,VIJAYAPURA.xls,574,,,,,,,,,,,,,,unmatched
Karnataka,VIJAYAPURA,Thikota,60985,Siddapur-K,693324,SIDDAPUR K,599047,SIDDAPUR K,VIJAYAPURA,VIJAYAPURA.xls,575,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60616,BACHIGUNDANAHALLI,144885,ANANDADEVANAHALLI,924266,ADAVI ANANDA DEVANAHALLI,Vijayanagar,Vijayanagar.xls,16,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60621,KADLEBALU,144900,ANANDADEVANAHALLI,604660,HOSANANDEVANAHALLI,Vijayanagar,Vijayanagar.xls,17,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,299924,MADHURU,665636,ANEKAL THANDA,917668,ANEKALLU THANDA,Vijayanagar,Vijayanagar.xls,19,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60616,BACHIGUNDANAHALLI,144888,BACHIGUNDANAHALLI 2,924267,CHILUGODU,Vijayanagar,Vijayanagar.xls,27,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,300092,VALLABHAPURA,144894,BALLAHUNSI,604662,Bellahunshi,Vijayanagar,Vijayanagar.xls,30,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,Hosapete,60624,NAGENAHALLI,671295,Basavanadurga,604709,Basavanadurga,Vijayanagar,Vijayanagar.xls,36,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,Hosapete,60624,NAGENAHALLI,144905,BELAGODU,604720,Belagodu,Vijayanagar,Vijayanagar.xls,38,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60621,KADLEBALU,144899,KADLEBALU,926648,BYALALU,Vijayanagar,Vijayanagar.xls,156,,,,,,,,,,,,,,unmatched
Karnataka,Vijayanagar,Hosapete,60646,SEETHARAMA THANDA,144976,SEETHARAM THANDA,941959,Seetharama Thanda,Vijayanagar,Vijayanagar.xls,267,,,,,,,,,,,,,,unmatched
Karnataka,Yadgir,WADAGERA,62017,GONAL,150136,SANGAM,621220,Sangam,Yadgir,Yadgir.xls,383,,,,,,,,,,,,,,unmatched
