state,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,jjm_village_id,jjm_village,lgd_village_id,lgd_village,district_from_header,source_file,serial_no,lgd_village_code,lgd_gp_code,gp_name,district_name,subdistrict_name
Karnataka,Hassan,Hassan,62279,Boovanahalli,152496,Boovanahalli,616066,Boovanahalli,Hassan,Hassan.xls,349,616066.0,,,Hassan,Hassan
Karnataka,Hassan,Hassan,62294,Haralahalli,152641,Doddahonnehalli,616054,Doddahonnenahalli,Hassan,Hassan.xls,596,616054.0,,,Hassan,Hassan
Karnataka,Hassan,Hassan,62302,Kandali,152718,Doddamandignahalli,616232,Doddamandiganahalli (OG),Hassan,Hassan.xls,607,616232.0,,,Hassan,Hassan
Karnataka,Hassan,Hassan,62279,Boovanahalli,152497,Gavenahalli,616058,Gavenahalli,Hassan,Hassan.xls,674,616058.0,,,Hassan,Hassan
Karnataka,Hassan,Hassan,62283,Handinakere,152531,Guddenahalli,616231,Guddenahalli (OG),Hassan,Hassan.xls,720,616231.0,,,Hassan,Hassan
Karnataka,Hassan,Hassan,62294,Haralahalli,152638,Haralahalli,616227,Haralahalli (CT),Hassan,Hassan.xls,824,616227.0,,,Hassan,Hassan
Karnataka,Hassan,Hassan,62275,Sathyamangala,152460,Sathayamagala,616228,Satyamangala (CT),Hassan,Hassan.xls,1960,616228.0,,,Hassan,Hassan
Karnataka,Hassan,Hassan,62294,Haralahalli,152640,Yediyur,616053,Yadiyur,Hassan,Hassan.xls,2266,616053.0,,,Hassan,Hassan
Karnataka,Haveri,RATTIHALLI,64536,KADUR,645720,HADE,924845,HADE,Haveri,Haveri.xls,210,,,,,
Karnataka,Haveri,Byadgi,64444,Tadasa,699409,halegungarakoppa,604111,halegungarakoppa,Haveri,Haveri.xls,216,604111.0,,,Haveri,Hangal
Karnataka,Haveri,Ranebennur,64583,Kodiyala,697793,KODIYALA,604583,KODIYALA,Haveri,Haveri.xls,403,604583.0,,,Haveri,Ranibennur
Karnataka,Kalaburagi,Chincholi,61840,Ainolli,149469,Bhogalingadalli,938551,BOMMANAHALLI,Kalaburagi,Kalaburagi.xls,111,938551.0,,,Kalaburagi,Chincholi
Karnataka,Kalaburagi,KALAGI,61867,TENGLI,149591,DONNUR,620608,Donnur,Kalaburagi,Kalaburagi.xls,198,620608.0,,,Kalaburagi,Kalagi
Karnataka,Kalaburagi,KAMALAPUR,61896,KAMALAPUR,149638,KAMALAPUR,620198,Kamalapur,Kalaburagi,Kalaburagi.xls,395,620198.0,,,Kalaburagi,Kamalapur
Karnataka,Kalaburagi,Kalaburagi,61934,Nandikoor,589686,Kotnoor (d),620322,Kotnoor Darwesh (OG),Kalaburagi,Kalaburagi.xls,479,620322.0,,,Kalaburagi,Kalaburagi
Karnataka,Kodagu,Kushalanagar,62420,HEBBALE,697796,HEBBALE,617974,HEBBALE,Kodagu,Kodagu.xls,114,,,,,
Karnataka,Kodagu,Ponnampet,62465,Balyamandur,695840,MUGUTAGERI,618065,MUGUTAGERI,Kodagu,Kodagu.xls,229,618065.0,,,Kodagu,Ponnampet
Karnataka,Kodagu,Kushalanagar,62419,MULLUSOGE,153495,MULLUSOGE,617984,Mullusoge,Kodagu,Kodagu.xls,232,617984.0,,,Kodagu,Kushalnagar
Karnataka,Kolar,Kolar,62638,Chowdadenahalli,155101,Bettahosapura,621804,Bettahosapura,Kolar,Kolar.xls,169,621804.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62624,Kurugal,154980,Chandrashekarpura,621792,Chandrasekarapura,Kolar,Kolar.xls,257,621792.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62638,Chowdadenahalli,155099,Chikkavallabhi,621814,Chikkavallabi,Kolar,Kolar.xls,304,621814.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62624,Kurugal,154979,Harjenahalli,621786,Harjenahalli,Kolar,Kolar.xls,541,621786.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62638,Chowdadenahalli,155097,Kalva,621813,Kalva,Kolar,Kolar.xls,694,621813.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62624,Kurugal,154981,Korati Mallandahalli,621793,Korati Mallandahalli,Kolar,Kolar.xls,831,621793.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62624,Kurugal,154978,Kurugal,621791,Kurugal,Kolar,Kolar.xls,884,621791.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62617,Sulur,154913,Madivala,621788,Madivala,Kolar,Kolar.xls,934,621788.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62624,Kurugal,154982,Mallayappanahalli,621787,Maliyappanahalli,Kolar,Kolar.xls,958,621787.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62624,Kurugal,154984,Manchandalahalli,621789,Manchandahalli,Kolar,Kolar.xls,962,621789.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62638,Chowdadenahalli,155098,Manjali,621803,Manjili,Kolar,Kolar.xls,973,621803.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62643,Vemagal,155141,Perjenahalli,621785,Perjenahalli,Kolar,Kolar.xls,1179,621785.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62639,Settihalli,155104,Purahalli,621783,Purahalli,Kolar,Kolar.xls,1210,621783.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62643,Vemagal,155140,Singehalli,621797,Singihalli,Kolar,Kolar.xls,1317,621797.0,,,Kolar,Kolar
Karnataka,Kolar,Kolar,62643,Vemagal,155137,Vemgal,621798,Vemagal,Kolar,Kolar.xls,1481,621798.0,,,Kolar,Kolar
Karnataka,Mandya,Nagamangala,62939,Chunchanahalli,157307,Ambalajeera Halli,613701,Ambaljeeranahalli,Mandya,Mandya.xls,37,613701.0,,,Mandya,Nagamangala
Karnataka,Mandya,Nagamangala,62957,Karadahalli,157539,Beereswara Pura,613898,Beereswarapura,Mandya,Mandya.xls,154,613898.0,,,Mandya,Nagamangala
Karnataka,Mandya,Nagamangala,62958,Bogadhi,157554,Gidavinachannapura,613831,Gidavinachannapura,Mandya,Mandya.xls,439,613831.0,,,Mandya,Nagamangala
Karnataka,Mandya,Nagamangala,62952,Palagrahara,157471,Gunda Kallu Hosur,613890,Gundakallu Hosur,Mandya,Mandya.xls,479,613890.0,,,Mandya,Nagamangala
Karnataka,Mandya,Nagamangala,62952,Palagrahara,157472,Kasuvina Halli,613891,Kasuvinahalli,Mandya,Mandya.xls,761,613891.0,,,Mandya,Nagamangala
Karnataka,Mandya,Nagamangala,62939,Chunchanahalli,157300,Lakshmi Pura,613709,Laxmipura,Mandya,Mandya.xls,852,613709.0,,,Mandya,Nagamangala
Karnataka,Mandya,Krishnarajpet,62794,Santhebachahalli,156623,Lakshmipura,613461,Laxmipura,Mandya,Mandya.xls,853,613461.0,,,Mandya,Krishnarajpet
Karnataka,Mandya,Mandya,62903,Thaggahalli,157131,T.malligere,614491,T.Mallegere,Mandya,Mandya.xls,1211,614491.0,,,Mandya,Mandya
Karnataka,Mandya,Nagamangala,62940,Nalligere,157312,Thavare Kere,613723,Thavarekere,Mandya,Mandya.xls,1229,613723.0,,,Mandya,Nagamangala
Karnataka,Mandya,Nagamangala,62951,Anchechittanahalli,157458,Uppara Halli,613885,Upparahalli,Mandya,Mandya.xls,1268,613885.0,,,Mandya,Nagamangala
Karnataka,Mandya,Nagamangala,62940,Nalligere,157315,Vaddara Halli,613722,Vaddarahalli,Mandya,Mandya.xls,1277,613722.0,,,Mandya,Nagamangala
Karnataka,Mysuru,Mysuru,63135,Alanahalli,665697,Alanahally,618836,Alanahalli (OG),Mysuru,Mysuru.xls,25,618836.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63124,Hosahundi,158523,Bandipalya,618733,Bandipalya,Mysuru,Mysuru.xls,84,618733.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Tirumakudal-narsipur,63237,Karohatti,159064,Bannahalli,619401,Bannahalli,Mysuru,Mysuru.xls,87,619401.0,,,Mysuru,Tirumakudal - Narsipur
Karnataka,Mysuru,Mysuru,63131,Belavadi,158555,Belavadi,618707,Belavadi,Mysuru,Mysuru.xls,124,618707.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,299747,Bogadi,664412,Bogadi,618830,Bhogadi (CT),Mysuru,Mysuru.xls,158,618830.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63118,Srirampura,158496,Goruru,618738,Gurur,Mysuru,Mysuru.xls,344,618738.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63124,Hosahundi,158522,Gudumadanahally,618810,Gudumadanahalli,Mysuru,Mysuru.xls,350,618810.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63122,Hanchya,158515,Hanchya,618729,Hanchya,Mysuru,Mysuru.xls,399,618729.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,299749,Hinkal,664401,Hinkal,618829,Hinkal (CT),Mysuru,Mysuru.xls,454,618829.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63124,Hosahundi,158520,Hosahundi,618732,Hosahundi,Mysuru,Mysuru.xls,482,618732.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,299750,Maratikyathanahalli,158446,Jettihundi,618715,Jettihundi,Mysuru,Mysuru.xls,546,618715.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63131,Belavadi,158556,K.hemmanahally,618713,K.Hemmanahalli,Mysuru,Mysuru.xls,558,618713.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63125,Kadakola,158524,Kadakola,618832,Kadakola (CT),Mysuru,Mysuru.xls,563,618832.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63118,Srirampura,158494,Kalalavadi,618759,Kalalavadi,Mysuru,Mysuru.xls,578,618759.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63105,Birihundi,158444,Kergalli,618746,Kergalli,Mysuru,Mysuru.xls,665,618746.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63109,Koorgally,158464,Koorgally,618827,Hutagalli (CT),Mysuru,Mysuru.xls,707,618827.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63118,Srirampura,158495,Kupaluru,618734,Kuppaluru,Mysuru,Mysuru.xls,739,618734.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63118,Srirampura,664404,Lingabudipalya,618839,Lingambudi (OG),Mysuru,Mysuru.xls,765,618839.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63131,Belavadi,158557,Madagally,618714,Madagalli,Mysuru,Mysuru.xls,779,618714.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63109,Koorgally,158465,Maidanahally,618704,Mydanahalli,Mysuru,Mysuru.xls,799,618704.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63125,Kadakola,158525,Mandakahally,618739,Mandakalli,Mysuru,Mysuru.xls,826,618739.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,299750,Maratikyathanahalli,158447,Martikyathanahally,618745,Maratikyathanahalli,Mysuru,Mysuru.xls,855,618745.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63109,Koorgally,158466,Megalapura,618703,Megalapura,Mysuru,Mysuru.xls,867,618703.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63124,Hosahundi,158521,S.uthanahally,618790,Sarakariuthanahalli,Mysuru,Mysuru.xls,1006,618790.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63122,Hanchya,664411,Sathagalli,618835,Sathagalli (OG),Mysuru,Mysuru.xls,1019,618835.0,,,Mysuru,Mysuru
Karnataka,Mysuru,Mysuru,63118,Srirampura,664407,Srirampura,618831,Srirampura (CT),Mysuru,Mysuru.xls,1069,618831.0,,,Mysuru,Mysuru
Karnataka,RAMANAGARA,Kanakapura,59982,DODDAMUDAVADI,699549,ARUTIPALYA,626366,ARUTIPALYA,RAMANAGARA,RAMANAGARA.xls,49,626366.0,,,Bengaluru South,Harohalli
Karnataka,RAMANAGARA,Magadi,60010,AGALAKOTE,603387,BESTHARAPALYA,626007,Varthenahalli,RAMANAGARA,RAMANAGARA.xls,95,626007.0,,,Bengaluru South,Magadi
Karnataka,RAMANAGARA,Magadi,236412,NARASANDRA,607416,CHEELURU,625851,Chilur,RAMANAGARA,RAMANAGARA.xls,141,625851.0,,,Bengaluru South,Magadi
Karnataka,RAMANAGARA,Kanakapura,59946,DYAVASANDRA,142896,DYAVASANDRA,626376,Dyavasandra,RAMANAGARA,RAMANAGARA.xls,214,626376.0,,,Bengaluru South,Harohalli
Karnataka,RAMANAGARA,Ramanagara,60039,MAYAGANAHALLI,143562,GANGARAJANAHALLI,626087,Kothipura,RAMANAGARA,RAMANAGARA.xls,222,626087.0,,,Bengaluru South,Ramanagara
Karnataka,RAMANAGARA,Kanakapura,59960,HAROHALLI,142968,HAROHALLI,626355,Harohalli,RAMANAGARA,RAMANAGARA.xls,277,626355.0,,,Bengaluru South,Harohalli
Karnataka,RAMANAGARA,Magadi,236395,LAKKENAHALLI,589623,HOSAHALLI,625949,Hosahalli,RAMANAGARA,RAMANAGARA.xls,309,625949.0,,,Bengaluru South,Magadi
Karnataka,RAMANAGARA,Kanakapura,59963,KAGGALAHALLI,142983,HOSAKOTE,626342,Hosakote,RAMANAGARA,RAMANAGARA.xls,310,626342.0,,,Bengaluru South,Harohalli
Karnataka,RAMANAGARA,Ramanagara,60033,LAKSHMIPURA,143540,IBBALAKAHALLI(BECHARK),626059,Ibbalakahalli,RAMANAGARA,RAMANAGARA.xls,329,626059.0,,,Bengaluru South,Ramanagara
Karnataka,RAMANAGARA,Ramanagara,239290,Bannikuppe2,697433,JAKKANAHALLI,626173,JAKKANAHALLI,RAMANAGARA,RAMANAGARA.xls,335,626173.0,,,Bengaluru South,Ramanagara
Karnataka,RAMANAGARA,Ramanagara,236347,MANCHANAYAKANAHALLI,694951,KUMBALAGODU STATE FOREST,626104,KUMBALAGODU STATE FOREST,RAMANAGARA,RAMANAGARA.xls,433,626104.0,,,Bengaluru South,Ramanagara
Karnataka,RAMANAGARA,Kanakapura,59973,KODIHALLI,143035,MALLAPURA,626613,MALLAPURA (SATANURU HOBLI),RAMANAGARA,RAMANAGARA.xls,474,626613.0,,,Bengaluru South,Kanakapura
Karnataka,RAMANAGARA,Kanakapura,59960,HAROHALLI,142969,MARASANDRA,626354,Marasandra,RAMANAGARA,RAMANAGARA.xls,496,626354.0,,,Bengaluru South,Harohalli
Karnataka,RAMANAGARA,Kanakapura,59961,KOLLIGANAHALLI,142974,MEDAMARANAHALLI,626340,Medamaranahalli,RAMANAGARA,RAMANAGARA.xls,511,626340.0,,,Bengaluru South,Harohalli
Karnataka,RAMANAGARA,Ramanagara,60042,Hulikeregunnur(Averhalli),143574,SABBAKERE,626184,Subkere,RAMANAGARA,RAMANAGARA.xls,583,626184.0,,,Bengaluru South,Ramanagara
Karnataka,RAMANAGARA,Channapatna,59865,VANDARAGUPPE,142185,THATTEKERE,626255,Thattekere,RAMANAGARA,RAMANAGARA.xls,658,626255.0,,,Bengaluru South,Channapatna
Karnataka,RAMANAGARA,Channapatna,59864,H.BYADARAHALLI,699547,THAVATANAHALLI DODDI,626204,THAVATANAHALLI DODDI,RAMANAGARA,RAMANAGARA.xls,664,626204.0,,,Bengaluru South,Channapatna
Karnataka,RAMANAGARA,Ramanagara,60042,Hulikeregunnur(Averhalli),699025,THENGINAKALLU,626177,THENGINAKALLU,RAMANAGARA,RAMANAGARA.xls,667,626177.0,,,Bengaluru South,Ramanagara
Karnataka,RAMANAGARA,Channapatna,59857,Tagachagere,142141,THIMMASANDRA,626254,Thimmasandra,RAMANAGARA,RAMANAGARA.xls,671,626254.0,,,Bengaluru South,Channapatna
Karnataka,RAMANAGARA,Magadi,60001,CHIKKAHALLI,143228,VIROOPAPURA,625763,Virupapura,RAMANAGARA,RAMANAGARA.xls,714,625763.0,,,Bengaluru South,Magadi
Karnataka,RAMANAGARA,Magadi,59991,NETHENAHALLI,143165,VODDARAPALYA,625946,Voddarapalya,RAMANAGARA,RAMANAGARA.xls,724,625946.0,,,Bengaluru South,Magadi
Karnataka,Raichur,Devadurga,63250,J. Jadaldinni,159184,J.jadaladinni,600712,Buddinni,Raichur,Raichur.xls,357,600712.0,,,Raichur,Arakera
Karnataka,Shivamogga,Sorab,63604,Anavatti,161478,Anavatti,607425,Anavatti,Shivamogga,Shivamogga.xls,43,607425.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Shikarpur,63557,Tadagani,161237,Belavanthanakoppa,607728,Belavanthanakoppa,Shivamogga,Shivamogga.xls,169,607728.0,,,Shivamogga,Shikarpur
Karnataka,Shivamogga,Sorab,63624,Kodakani,161664,Chikkashakuna,607565,Chikkashakuna,Shivamogga,Shivamogga.xls,284,607565.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Sorab,63623,Halesoraba,161640,Halesoraba,607558,Halesoraba,Shivamogga,Shivamogga.xls,438,607558.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Shivamogga,63569,Holebenavalli,692915,HANUMANTHAPURA,608495,HANUMANTHAPURA,Shivamogga,Shivamogga.xls,454,608495.0,,,Shivamogga,Shivamogga
Karnataka,Shivamogga,Bhadravati,63448,Yemmehatti,160632,Holebairanahalli,608547,Holebyranahalli,Shivamogga,Shivamogga.xls,533,608547.0,,,Shivamogga,Bhadravati
Karnataka,Shivamogga,Bhadravati,63432,Holehonnuru,160576,Holehonnuru,608539,Holehonnuru,Shivamogga,Shivamogga.xls,537,608539.0,,,Shivamogga,Bhadravati
Karnataka,Shivamogga,Sorab,63603,Samanavalli,161474,Hosalli,607423,Hosahalli,Shivamogga,Shivamogga.xls,577,607423.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Shikarpur,63557,Tadagani,161235,Jamburu Hosakoppa,607740,Jamburuhosakoppa,Shivamogga,Shivamogga.xls,647,607740.0,,,Shivamogga,Shikarpur
Karnataka,Shivamogga,Sorab,63608,Tatturu,703185,KANAKOPPA HOSUR,607567,KANAKOPPA HOSUR,Shivamogga,Shivamogga.xls,730,607567.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Bhadravati,63432,Holehonnuru,160577,Kannekoppa,608540,Kannekoppa,Shivamogga,Shivamogga.xls,737,608540.0,,,Shivamogga,Bhadravati
Karnataka,Shivamogga,Bhadravati,63448,Yemmehatti,160630,Kerebeeranahalli,608544,Kerebeeranahalli,Shivamogga,Shivamogga.xls,794,608544.0,,,Shivamogga,Bhadravati
Karnataka,Shivamogga,Sorab,63624,Kodakani,161657,Kodakani,607568,Kodakani,Shivamogga,Shivamogga.xls,824,607568.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Bhadravati,63432,Holehonnuru,160578,Koppa,608546,Koppa,Shivamogga,Shivamogga.xls,857,608546.0,,,Shivamogga,Bhadravati
Karnataka,Shivamogga,Sorab,63601,Kubaturu,161461,Kotipura,607426,Devasthanadahakkalu (Kotipura),Shivamogga,Shivamogga.xls,870,607426.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Sorab,63601,Kubaturu,161456,Kubaturu,607415,Kubaturu,Shivamogga,Shivamogga.xls,873,607415.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Shikarpur,63557,Tadagani,161234,Kyadigekoppa,607741,Kyadigikoppa,Shivamogga,Shivamogga.xls,910,607741.0,,,Shivamogga,Shikarpur
Karnataka,Shivamogga,Sorab,63623,Halesoraba,161649,Maruru,607562,Maruru,Shivamogga,Shivamogga.xls,999,607562.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Bhadravati,63448,Yemmehatti,588445,Mudalavittalpura,608545,Mudalavittalapura,Shivamogga,Shivamogga.xls,1036,608545.0,,,Shivamogga,Bhadravati
Karnataka,Shivamogga,Sorab,63623,Halesoraba,161652,Nadahalli,607561,Nadahalli,Shivamogga,Shivamogga.xls,1069,607561.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Sorab,63601,Kubaturu,161458,Neralagi,607413,Neralige,Shivamogga,Shivamogga.xls,1112,607413.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Sorab,63603,Samanavalli,161473,Samanavalli,607422,Samanavalli,Shivamogga,Shivamogga.xls,1178,607422.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Shikarpur,63557,Tadagani,161233,Tadagani,607739,Thadagani,Shivamogga,Shivamogga.xls,1280,607739.0,,,Shivamogga,Shikarpur
Karnataka,Shivamogga,Sorab,63606,Talluru,161484,Tallur,607430,Thalluru,Shivamogga,Shivamogga.xls,1289,607430.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Sorab,63623,Halesoraba,161643,Tirumalapura,607563,Tirumalapura,Shivamogga,Shivamogga.xls,1343,607563.0,,,Shivamogga,Sorab
Karnataka,Shivamogga,Bhadravati,63448,Yemmehatti,160631,Yemmehatti,608548,Yammehatti,Shivamogga,Shivamogga.xls,1422,608548.0,,,Shivamogga,Bhadravati
Karnataka,TUMAKURU,Tiptur,63907,Gudigondanahalli (B.G. Kaval),702252,BYRANAYAKANAHALLI,612019,BYRANAYAKANAHALLI,TUMAKURU,TUMAKURU.xls,402,612019.0,,,Tumakuru,Tiptur
Karnataka,TUMAKURU,Gubbi,63729,SHIVAPURA,588658,HULLARIVE KAVAL,611732,Hullurarave Kaval,TUMAKURU,TUMAKURU.xls,1046,611732.0,,,Tumakuru,Gubbi
Karnataka,TUMAKURU,Koratagere,63748,CHINNAHALLI,162693,KALUVEHALLI,611222,Kaluvehalli,TUMAKURU,TUMAKURU.xls,1232,611222.0,,,Tumakuru,Koratagere
Karnataka,TUMAKURU,Koratagere,63743,MAVATHURU,588564,M. VENKATAPURA,611237,Mayagondanahalli,TUMAKURU,TUMAKURU.xls,1568,611237.0,,,Tumakuru,Koratagere
Karnataka,TUMAKURU,Gubbi,0,0,588642,MALLASANDRA KATTE,611647,Mallasandra Katte,TUMAKURU,TUMAKURU.xls,1641,611647.0,,,Tumakuru,Gubbi
Karnataka,TUMAKURU,Tumakuru,63937,OORKERE,164060,MARALENAHALLI,938653,MARALENAHALLI,TUMAKURU,TUMAKURU.xls,1683,938653.0,,,Tumakuru,Tumakuru
Karnataka,TUMAKURU,Sira,0,0,163532,NARASIPURA,610298,Narasipura,TUMAKURU,TUMAKURU.xls,1853,610298.0,,,Tumakuru,Sira
Karnataka,Uttara Kannada,Ankola,63994,Vandige,164580,Laxmeshwar,603408,Laxmeshwar (OG),Uttara Kannada,Uttara Kannada.xls,831,603408.0,,,Uttara Kannada,Ankola
Karnataka,VIJAYAPURA,BABALESHWAR,60948,BABALESHWAR,146016,BABALESHWAR,599118,Babaleshwar,VIJAYAPURA,VIJAYAPURA.xls,51,599118.0,,,Vijayapura,Babaleshwar
Karnataka,VIJAYAPURA,Vijayapura,60989,TIKOTA,146110,TIKOTA,939739,TIKOTA,VIJAYAPURA,VIJAYAPURA.xls,610,939739.0,,,Vijayapura,Tikota
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,60621,KADLEBALU,693070,KADLEBALU,604668,KADLEBALU,Vijayanagar,Vijayanagar.xls,157,604668.0,,,Vijayanagara,Hagaribommanahalli
Karnataka,Vijayanagar,HAGARIBOMMANAHALLI,300092,VALLABHAPURA,671052,VALLABHAPURA,604676,Chintrapalli,Vijayanagar,Vijayanagar.xls,305,604676.0,,,Vijayanagara,Hagaribommanahalli
Karnataka,Yadgir,Shorapur,62049,Hunasagi,150275,Devapur (j),620942,Devapur Jagir,Yadgir,Yadgir.xls,113,620942.0,,,Yadgir,Hunasagi
Karnataka,Yadgir,HUNASAGI,62050,WAJJAL,694842,MANJALPURHALLI,621018,MANJALPURHALLI,Yadgir,Yadgir.xls,313,621018.0,,,Yadgir,Hunasagi
Karnataka,Yadgir,Shorapur,62067,Kiradalli,150338,Parsnalli,620888,Parsanhalli,Yadgir,Yadgir.xls,354,620888.0,,,Yadgir,Shorapur
