jjm_village_id,jjm_village,jjm_district,lgd_village_id,matched_shrug_id,matched_shrug_name,matched_shrug_district,match_type,match_score
588561,MADHAVARAYANAPALYA,TUMAKURU,611226,612641,devarayanapalya,tumkur,fuzzy_name,84.84848484848484
164060,MARALENAHALLI,TUMAKURU,938653,611136,malenahalli,tumkur,fuzzy_name,91.66666666666666
594555,MUDLAHALLI,TUMAKURU,611664,610646,gundlahalli,tumkur,fuzzy_name,85.71428571428572
163359,ROPPA,TUMAKURU,610635,610636,roopa,tumkur,fuzzy_name,80.0
163463,VADANAKALLU,TUMAKURU,610544,610449,janakallu,tumkur,fuzzy_name,80.0
165115,Borangudde (a),Uttara Kannada,603061,603092,borangudda,uttara kannada,fuzzy_name,90.9090909090909
165061,Hegde,Uttara Kannada,603452,603377,hegre,uttara kannada,fuzzy_name,80.0
165015,Holanagadde,Uttara Kannada,603436,602906,honagadde,uttara kannada,fuzzy_name,90.0
164728,JAMAGA *,Uttara Kannada,602788,602872,janaga,uttara kannada,fuzzy_name,83.33333333333334
165113,Kalbhag *,Uttara Kannada,603528,602785,kalbhavi,uttara kannada,fuzzy_name,80.0
164577,Shirkuli,Uttara Kannada,603406,603542,sarkuli,uttara kannada,fuzzy_name,80.0
697270,HANUMASAGAR,VIJAYAPURA,599131,599198,hanumanagar,bijapur,fuzzy_name,90.9090909090909
146267,INGALAGI,VIJAYAPURA,599673,599259,ingalgi,bijapur,fuzzy_name,93.33333333333333
