pc11_shrid_id,shrid2,state_name,district_name,subdistrict_name,town_name,village_name,place_name,LGD_code,local_body_name,local_body_type,gp_to_urban_conversion,old_gp_lgd_code,old_gp_name,shrid_part_of_multi_village_GP
597312,11-29-555-05434-597312,karnataka,belgaum,athni,,naganur p k,naganur p k,215651,Naganur P K,Gram Panchayat,No,NA,NA,Yes
597313,11-29-555-05434-597313,karnataka,belgaum,athni,,khavatkoppa,khavatkoppa,215660,Shankaratti,Gram Panchayat,No,NA,NA,Yes
597314,11-29-555-05434-597314,karnataka,belgaum,athni,,sankaratti,sankaratti,215660,Shankaratti,Gram Panchayat,No,NA,NA,Yes
597315,11-29-555-05434-597315,karnataka,belgaum,athni,,shegunshi,shegunshi,215662,Shegunashi,Gram Panchayat,No,NA,NA,No
597316,11-29-555-05434-597316,karnataka,belgaum,athni,,dodwad,dodwad,215651,Naganur P K,Gram Panchayat,No,NA,NA,Yes
597317,11-29-555-05434-597317,karnataka,belgaum,athni,,satti,satti,215658,Satti,Gram Panchayat,No,NA,NA,No
597318,11-29-555-05434-597318,karnataka,belgaum,athni,,radderahatti,radderahatti,273224,Radderahatti,Gram Panchayat,No,NA,NA,No
597319,11-29-555-05434-597319,karnataka,belgaum,athni,,nandeshwar,nandeshwar,215653,Nandeshwar,Gram Panchayat,No,NA,NA,No
597320,11-29-555-05434-597320,karnataka,belgaum,athni,,mahishwadgi,mahishwadgi,215645,Maheshwadi,Gram Panchayat,No,NA,NA,Yes
597321,11-29-555-05434-597321,karnataka,belgaum,athni,,janawad,janawad,215645,Maheshwadi,Gram Panchayat,No,NA,NA,Yes
597322,11-29-555-05434-597322,karnataka,belgaum,athni,,savadi,savadi,215659,Savadi,Gram Panchayat,No,NA,NA,No
597323,11-29-555-05434-597323,karnataka,belgaum,athni,,ramateerth,ramateerth,273223,Kannala,Gram Panchayat,No,NA,NA,Yes
597324,11-29-555-05434-597324,karnataka,belgaum,athni,,kakamari,kakamari,215635,Kakamari,Gram Panchayat,No,NA,NA,No
597325,11-29-555-05434-597325,karnataka,belgaum,athni,,kottalgi,kottalgi,215641,Kottalagi,Gram Panchayat,No,NA,NA,No
597326,11-29-555-05434-597326,karnataka,belgaum,athni,,bannur,bannur,273223,Kannala,Gram Panchayat,No,NA,NA,Yes
597327,11-29-555-05434-597327,karnataka,belgaum,athni,,telsang,telsang,215667,Telsang,Gram Panchayat,No,NA,NA,No
597328,11-29-555-05434-597328,karnataka,belgaum,athni,,kannal,kannal,273223,Kannala,Gram Panchayat,No,NA,NA,Yes
597329,11-29-555-05434-597329,karnataka,belgaum,athni,,fadatarawadi,fadatarawadi,215621,Aigali,Gram Panchayat,No,NA,NA,Yes
597330,11-29-555-05434-597330,karnataka,belgaum,athni,,aigali,aigali,215621,Aigali,Gram Panchayat,No,NA,NA,Yes
597331,11-29-555-05434-597331,karnataka,belgaum,athni,,kohalli,kohalli,215639,Kohalli,Gram Panchayat,No,NA,NA,Yes
597332,11-29-555-05434-597332,karnataka,belgaum,athni,,keskaradaddi,keskaradaddi,215639,Kohalli,Gram Panchayat,No,NA,NA,Yes
597333,11-29-555-05434-597333,karnataka,belgaum,athni,,adalatti,adalatti,215620,Adahalli,Gram Panchayat,No,NA,NA,Yes
597334,11-29-555-05434-597334,karnataka,belgaum,athni,,adahalli,adahalli,215620,Adahalli,Gram Panchayat,No,NA,NA,Yes
597335,11-29-555-05434-597335,karnataka,belgaum,athni,,yelihadalagi,yelihadalagi,215670,Yeli Hadagali,Gram Panchayat,No,NA,NA,Yes
597336,11-29-555-05434-597336,karnataka,belgaum,athni,,yakkanchi,yakkanchi,215670,Yeli Hadagali,Gram Panchayat,No,NA,NA,Yes
597337,11-29-555-05434-597337,karnataka,belgaum,athni,,badachi,badachi,273220,Badachi,Gram Panchayat,No,NA,NA,Yes
597338,11-29-555-05434-597338,karnataka,belgaum,athni,,desairatti,desairatti,273220,Badachi,Gram Panchayat,No,NA,NA,Yes
597339,11-29-555-05434-597339,karnataka,belgaum,athni,,khotanatti,khotanatti,273220,Badachi,Gram Panchayat,No,NA,NA,Yes
597340,11-29-555-05434-597340,karnataka,belgaum,athni,,aratal,aratal,215625,Aratal,Gram Panchayat,No,NA,NA,Yes
597341,11-29-555-05434-597341,karnataka,belgaum,athni,,halalli,halalli,215625,Aratal,Gram Panchayat,No,NA,NA,Yes
597342,11-29-555-05434-597342,karnataka,belgaum,athni,,badagi,badagi,215625,Aratal,Gram Panchayat,No,NA,NA,Yes
597343,11-29-555-05434-597343,karnataka,belgaum,athni,,yallammawadi,yallammawadi,215640,Kokatanur,Gram Panchayat,No,NA,NA,Yes
597344,11-29-555-05434-597344,karnataka,belgaum,athni,,dhabadhabahatti,dhabadhabahatti,215636,Katageri,Gram Panchayat,No,NA,NA,Yes
597345,11-29-555-05434-597345,karnataka,belgaum,athni,,kokatnoor,kokatnoor,215640,Kokatanur,Gram Panchayat,No,NA,NA,Yes
597346,11-29-555-05434-597346,karnataka,belgaum,athni,,buralatti,buralatti,215636,Katageri,Gram Panchayat,No,NA,NA,Yes
597347,11-29-555-05434-597347,karnataka,belgaum,athni,,katageri,katageri,215636,Katageri,Gram Panchayat,No,NA,NA,Yes
597348,11-29-555-05434-597348,karnataka,belgaum,athni,,kodaganoor,kodaganoor,215636,Katageri,Gram Panchayat,No,NA,NA,Yes
597349,11-29-555-05434-597349,karnataka,belgaum,athni,,nandagaon,nandagaon,215652,Nandagaon,Gram Panchayat,No,NA,NA,Yes
597350,11-29-555-05434-597350,karnataka,belgaum,athni,,ghatanatti,ghatanatti,215652,Nandagaon,Gram Panchayat,No,NA,NA,Yes
597351,11-29-555-05434-597351,karnataka,belgaum,athni,,balawad,balawad,215664,Shirahatti,Gram Panchayat,No,NA,NA,Yes
597352,11-29-555-05434-597352,karnataka,belgaum,athni,,shirahatti,shirahatti,215664,Shirahatti,Gram Panchayat,No,NA,NA,Yes
597353,11-29-555-05434-597353,karnataka,belgaum,athni,,junjarwad,junjarwad,215633,Junjarwadi,Gram Panchayat,No,NA,NA,No
597354,11-29-555-05434-597354,karnataka,belgaum,athni,,suttatti,suttatti,273226,Suttatti,Gram Panchayat,No,NA,NA,No
597355,11-29-555-05435-597355,karnataka,belgaum,raybag,,soundatti,soundatti,216102,Savadatti,Gram Panchayat,No,NA,NA,No
597356,11-29-555-05435-597356,karnataka,belgaum,raybag,,diggewadi old,diggewadi old,216079,Diggewadi,Gram Panchayat,No,NA,NA,No
597357,11-29-555-05435-597357,karnataka,belgaum,raybag,,jalalpur,jalalpur,262923,Jalalpur,Gram Panchayat,No,NA,NA,No
597358,11-29-555-05435-597358,karnataka,belgaum,raybag,,bhiradi,bhiradi,216076,Bhirdi,Gram Panchayat,No,NA,NA,No
597359,11-29-555-05435-597359,karnataka,belgaum,raybag,,chinchali,chinchali,NA,Place Present in LGD Dataset But Empty Local Body Code Field,Place Present in LGD Dataset But Empty Local Body Code Field,NA,NA,NA,NA
597360,11-29-555-05435-597360,karnataka,belgaum,raybag,,raibag rural,raibag rural,251814,Raybag,Town Panchayat,Yes,216101,Raibag(R),Yes
597361,11-29-555-05435-597361,karnataka,belgaum,raybag,,kanchakarawadi,kanchakarawadi,216101,Raibag(R),Gram Panchayat,No,NA,NA,Yes
597362,11-29-555-05435-597362,karnataka,belgaum,raybag,,yadrav,yadrav,274439,Yadrav,Gram Panchayat,No,NA,NA,No
597363,11-29-555-05435-597363,karnataka,belgaum,raybag,,nasalapur,nasalapur,216095,Nasalapur,Gram Panchayat,No,NA,NA,No
597364,11-29-555-05435-597364,karnataka,belgaum,raybag,,nandikurali,nandikurali,216094,Nandikurli,Gram Panchayat,No,NA,NA,No
597365,11-29-555-05435-597365,karnataka,belgaum,raybag,,kempatti,kempatti,274151,Kempatti,Gram Panchayat,No,NA,NA,No
597366,11-29-555-05435-597366,karnataka,belgaum,raybag,,mekhali,mekhali,216091,Mekhali,Gram Panchayat,No,NA,NA,Yes
597367,11-29-555-05435-597367,karnataka,belgaum,raybag,,maradi,maradi,216091,Mekhali,Gram Panchayat,No,NA,NA,Yes
597368,11-29-555-05435-597368,karnataka,belgaum,raybag,,devanakatti,devanakatti,216083,Hubbarwadi,Gram Panchayat,No,NA,NA,Yes
597369,11-29-555-05435-597369,karnataka,belgaum,raybag,,budihal,budihal,216083,Hubbarwadi,Gram Panchayat,No,NA,NA,Yes
597370,11-29-555-05435-597370,karnataka,belgaum,raybag,,bavachi,bavachi,216091,Mekhali,Gram Panchayat,No,NA,NA,Yes
597371,11-29-555-05435-597371,karnataka,belgaum,raybag,,hubbarwadi,hubbarwadi,216083,Hubbarwadi,Gram Panchayat,No,NA,NA,Yes
597372,11-29-555-05435-597372,karnataka,belgaum,raybag,,nagaral,nagaral,216096,Nidgundi,Gram Panchayat,No,NA,NA,Yes
597373,11-29-555-05435-597373,karnataka,belgaum,raybag,,bommanal,bommanal,216077,Byakud,Gram Panchayat,No,NA,NA,Yes
597374,11-29-555-05435-597374,karnataka,belgaum,raybag,,biranal,biranal,216077,Byakud,Gram Panchayat,No,NA,NA,Yes
597375,11-29-555-05435-597375,karnataka,belgaum,raybag,,byakud,byakud,216077,Byakud,Gram Panchayat,No,NA,NA,Yes
597376,11-29-555-05435-597376,karnataka,belgaum,raybag,,mavinhonda,mavinhonda,216075,Bendwad,Gram Panchayat,No,NA,NA,Yes
597377,11-29-555-05435-597377,karnataka,belgaum,raybag,,girinaikwadi,girinaikwadi,216075,Bendwad,Gram Panchayat,No,NA,NA,Yes
597378,11-29-555-05435-597378,karnataka,belgaum,raybag,,jodahatti,jodahatti,216075,Bendwad,Gram Panchayat,No,NA,NA,Yes
597379,11-29-555-05435-597379,karnataka,belgaum,raybag,,bhendwad,bhendwad,216075,Bendwad,Gram Panchayat,No,NA,NA,Yes
597380,11-29-555-05435-597380,karnataka,belgaum,raybag,,mantur,mantur,277523,Mantur,Gram Panchayat,No,NA,NA,No
597381,11-29-555-05435-597381,karnataka,belgaum,raybag,,nipanal,nipanal,216098,Nipnal,Gram Panchayat,No,NA,NA,No
597382,11-29-555-05435-597382,karnataka,belgaum,raybag,,kankanawadi,kankanawadi,276567,Kankanavadi,Town Panchayat,No,NA,NA,NA
597383,11-29-555-05435-597383,karnataka,belgaum,raybag,,kudachi rural,kudachi rural,251813,Kudchi,Town Municipal Council,Yes,216090,Kudachi(R),No
597384,11-29-555-05435-597384,karnataka,belgaum,raybag,,gundwad,gundwad,216104,Sirgur,Gram Panchayat,No,NA,NA,Yes
597385,11-29-555-05435-597385,karnataka,belgaum,raybag,,shiragur,shiragur,216104,Sirgur,Gram Panchayat,No,NA,NA,Yes
597386,11-29-555-05435-597386,karnataka,belgaum,raybag,,paramanandwadi,paramanandwadi,216100,Parmanandwadi,Gram Panchayat,No,NA,NA,No
597387,11-29-555-05435-597387,karnataka,belgaum,raybag,,khemalapur,khemalapur,216088,Khemlapur,Gram Panchayat,No,NA,NA,No
597388,11-29-555-05435-597388,karnataka,belgaum,raybag,,yelpratti,yelpratti,275455,Yalparatti,Gram Panchayat,No,NA,NA,No
597389,11-29-555-05435-597389,karnataka,belgaum,raybag,,siddapur,siddapur,273244,Siddapura,Gram Panchayat,No,NA,NA,No
597390,11-29-555-05435-597390,karnataka,belgaum,raybag,,koligudda,koligudda,216089,Koligudda,Gram Panchayat,No,NA,NA,No
597391,11-29-555-05435-597391,karnataka,belgaum,raybag,,yabaratti,yabaratti,273245,Yabaratti,Gram Panchayat,No,NA,NA,No
597392,11-29-555-05435-597392,karnataka,belgaum,raybag,,harugeri,harugeri,276569,Harogeri,Town Municipal Council,No,NA,NA,NA
597393,11-29-555-05435-597393,karnataka,belgaum,raybag,,badabyakud,badabyakud,276569,Harogeri,Town Municipal Council,No,NA,NA,NA
597394,11-29-555-05435-597394,karnataka,belgaum,raybag,,alakhanur,alakhanur,216073,Alaknoor,Gram Panchayat,No,NA,NA,No
597395,11-29-555-05435-597395,karnataka,belgaum,raybag,,nilaji,nilaji,216097,Niliji,Gram Panchayat,No,NA,NA,No
597396,11-29-555-05435-597396,karnataka,belgaum,raybag,,suttatti,suttatti,276042,Sutatti,Gram Panchayat,No,NA,NA,No
597397,11-29-555-05435-597397,karnataka,belgaum,raybag,,morab,morab,216092,Morab,Gram Panchayat,No,NA,NA,No
597398,11-29-555-05435-597398,karnataka,belgaum,raybag,,bekkeri,bekkeri,216074,Bekkeri,Gram Panchayat,No,NA,NA,No
597399,11-29-555-05435-597399,karnataka,belgaum,raybag,,nidagundi,nidagundi,216096,Nidgundi,Gram Panchayat,No,NA,NA,Yes
597400,11-29-555-05435-597400,karnataka,belgaum,raybag,,alagawadi,alagawadi,216072,Alagwadi,Gram Panchayat,No,NA,NA,Yes
597401,11-29-555-05435-597401,karnataka,belgaum,raybag,,bastwad,bastwad,216072,Alagwadi,Gram Panchayat,No,NA,NA,Yes
597402,11-29-555-05435-597402,karnataka,belgaum,raybag,,hidakal,hidakal,216082,Hidkal,Gram Panchayat,No,NA,NA,No
597403,11-29-555-05435-597403,karnataka,belgaum,raybag,,mugalkhod,mugalkhod,276563,Mugalakoda,Town Municipal Council,No,NA,NA,NA
597404,11-29-555-05435-597404,karnataka,belgaum,raybag,,khanadal,khanadal,273243,Khanadal,Gram Panchayat,No,NA,NA,No
597405,11-29-555-05435-597405,karnataka,belgaum,raybag,,savasuddi,savasuddi,216103,Savsuddi,Gram Panchayat,No,NA,NA,No
597406,11-29-555-05435-597406,karnataka,belgaum,raybag,,katakbhavi,katakbhavi,216087,Katakbhavi,Gram Panchayat,No,NA,NA,Yes
597407,11-29-555-05435-597407,karnataka,belgaum,raybag,,devapurhatti,devapurhatti,216087,Katakbhavi,Gram Panchayat,No,NA,NA,Yes
597408,11-29-555-05435-597408,karnataka,belgaum,raybag,,itanal,itanal,216084,Itnal,Gram Panchayat,No,NA,NA,No
597409,11-29-555-05435-597409,karnataka,belgaum,raybag,,marakudi,marakudi,216086,Kappalgudi,Gram Panchayat,No,NA,NA,Yes
597410,11-29-555-05435-597410,karnataka,belgaum,raybag,,palbhavi,palbhavi,216099,Palbhavi,Gram Panchayat,No,NA,NA,No
597411,11-29-555-05435-597411,karnataka,belgaum,raybag,,sultanpur,sultanpur,216086,Kappalgudi,Gram Panchayat,No,NA,NA,Yes
597412,11-29-555-05435-597412,karnataka,belgaum,raybag,,handigund,handigund,216080,Handigund,Gram Panchayat,No,NA,NA,No
597413,11-29-555-05435-597413,karnataka,belgaum,raybag,,kappalguddi,kappalguddi,216086,Kappalgudi,Gram Panchayat,No,NA,NA,Yes
597414,11-29-555-05436-597414,karnataka,belgaum,gokak,,dandapur,dandapur,273235,Dandapura,Gram Panchayat,No,NA,NA,Yes
597415,11-29-555-05436-597415,karnataka,belgaum,gokak,,tukkanatti,tukkanatti,215888,Tukkanatti,Gram Panchayat,No,NA,NA,No
597416,11-29-555-05436-597416,karnataka,belgaum,gokak,,naganur,naganur,251815,Mudalgi,Town Municipal Council,No,NA,NA,NA
597417,11-29-555-05436-597417,karnataka,belgaum,gokak,,mudalgi rural,mudalgi rural,273238,Khanatti,Gram Panchayat,No,NA,NA,Yes
597418,11-29-555-05436-597418,karnataka,belgaum,gokak,,gurlapur,gurlapur,273238,Khanatti,Gram Panchayat,No,NA,NA,Yes
597419,11-29-555-05436-597419,karnataka,belgaum,gokak,,hallur,hallur,215855,Hallur,Gram Panchayat,No,NA,NA,No
597420,11-29-555-05436-597420,karnataka,belgaum,gokak,,shivapur,shivapur,215882,Shivapur (H),Gram Panchayat,No,NA,NA,No
597421,11-29-555-05436-597421,karnataka,belgaum,gokak,,khanatti,khanatti,273238,Khanatti,Gram Panchayat,No,NA,NA,Yes
597422,11-29-555-05436-597422,karnataka,belgaum,gokak,,munyal,munyal,215875,Munyal,Gram Panchayat,No,NA,NA,Yes
597423,11-29-555-05436-597423,karnataka,belgaum,gokak,,kamaladinni,kamaladinni,215875,Munyal,Gram Panchayat,No,NA,NA,Yes
597424,11-29-555-05436-597424,karnataka,belgaum,gokak,,rangapur,rangapur,215875,Munyal,Gram Panchayat,No,NA,NA,Yes
597425,11-29-555-05436-597425,karnataka,belgaum,gokak,,dharmatti,dharmatti,215849,Dharmatti,Gram Panchayat,No,NA,NA,No
597426,11-29-555-05436-597426,karnataka,belgaum,gokak,,patagundi,patagundi,273240,Patagundi,Gram Panchayat,No,NA,NA,No
597427,11-29-555-05436-597427,karnataka,belgaum,gokak,,gujanatti,gujanatti,273236,Gujanatti,Gram Panchayat,No,NA,NA,Yes
597428,11-29-555-05436-597428,karnataka,belgaum,gokak,,jokanatti,jokanatti,273236,Gujanatti,Gram Panchayat,No,NA,NA,Yes
597429,11-29-555-05436-597429,karnataka,belgaum,gokak,,kallolli,kallolli,276576,Kallolli,Town Panchayat,No,NA,NA,NA
597430,11-29-555-05436-597430,karnataka,belgaum,gokak,,rajapur,rajapur,215880,Rajapur,Gram Panchayat,No,NA,NA,No
597431,11-29-555-05436-597431,karnataka,belgaum,gokak,,duradundi,duradundi,215852,Duradundi,Gram Panchayat,No,NA,NA,No
597432,11-29-555-05436-597432,karnataka,belgaum,gokak,,ganeshwadi,ganeshwadi,273235,Dandapura,Gram Panchayat,No,NA,NA,Yes
597433,11-29-555-05436-597433,karnataka,belgaum,gokak,,badigwad,badigwad,215845,Badigavad,Gram Panchayat,No,NA,NA,No
597434,11-29-555-05436-597434,karnataka,belgaum,gokak,,pamaladinni,pamaladinni,215879,Phamaladinni,Gram Panchayat,No,NA,NA,No
597435,11-29-555-05436-597435,karnataka,belgaum,gokak,,mallapur p g,mallapur p g,276574,Ghataprabha,Town Municipal Council,No,NA,NA,NA
597436,11-29-555-05436-597436,karnataka,belgaum,gokak,,khanapur,khanapur,215878,Nandagaon,Gram Panchayat,No,NA,NA,Yes
597438,11-29-555-05436-597438,karnataka,belgaum,gokak,,nandagaon,nandagaon,215878,Nandagaon,Gram Panchayat,No,NA,NA,Yes
597439,11-29-555-05436-597439,karnataka,belgaum,gokak,,konnur rural,konnur rural,251816,Konnur,Town Municipal Council,Yes,215863,Konnur (Rural),Yes
597440,11-29-555-05436-597440,karnataka,belgaum,gokak,,shivapur,shivapur,215863,Konnur (Rural),Gram Panchayat,No,NA,NA,Yes
597441,11-29-555-05436-597441,karnataka,belgaum,gokak,,molmanatti,molmanatti,215863,Konnur (Rural),Gram Panchayat,No,NA,NA,Yes
597442,11-29-555-05436-597442,karnataka,belgaum,gokak,,dhupadal,dhupadal,276574,Ghataprabha,Town Municipal Council,No,NA,NA,NA
597443,11-29-555-05436-597443,karnataka,belgaum,gokak,,shindikurbet,shindikurbet,215883,Sidhikurabet,Gram Panchayat,No,NA,NA,No
597444,11-29-555-05436-597444,karnataka,belgaum,gokak,,arabhavi,arabhavi,276577,Arabhavi,Town Panchayat,No,NA,NA,NA
597445,11-29-555-05436-597445,karnataka,belgaum,gokak,,lolasur,lolasur,215867,Lolasur,Gram Panchayat,No,NA,NA,Yes
597446,11-29-555-05436-597446,karnataka,belgaum,gokak,,basaligundi,basaligundi,215877,Nallanatti,Gram Panchayat,No,NA,NA,Yes
597447,11-29-555-05436-597447,karnataka,belgaum,gokak,,nallanatti,nallanatti,215877,Nallanatti,Gram Panchayat,No,NA,NA,Yes
597448,11-29-555-05436-597448,karnataka,belgaum,gokak,,sanganakeri,sanganakeri,276577,Arabhavi,Town Panchayat,No,NA,NA,NA
597449,11-29-555-05436-597449,karnataka,belgaum,gokak,,hanamapur,hanamapur,216048,Hanamapur,Gram Panchayat,No,NA,NA,Yes
597450,11-29-555-05436-597450,karnataka,belgaum,gokak,,balobal,balobal,215846,Balobal,Gram Panchayat,No,NA,NA,Yes
597451,11-29-555-05436-597451,karnataka,belgaum,gokak,,beerangaddi,beerangaddi,215846,Balobal,Gram Panchayat,No,NA,NA,Yes
597452,11-29-555-05436-597452,karnataka,belgaum,gokak,,hunshyal p g,hunshyal p g,215858,Hunashyala P G,Gram Panchayat,No,NA,NA,No
597453,11-29-555-05436-597453,karnataka,belgaum,gokak,,waderatti,waderatti,215890,Vaderahatti,Gram Panchayat,No,NA,NA,Yes
597454,11-29-555-05436-597454,karnataka,belgaum,gokak,,fulagaddi,fulagaddi,215890,Vaderahatti,Gram Panchayat,No,NA,NA,Yes
597455,11-29-555-05436-597455,karnataka,belgaum,gokak,,masaguppi,masaguppi,215873,Masaguppi,Gram Panchayat,No,NA,NA,No
597456,11-29-555-05436-597456,karnataka,belgaum,gokak,,godachinamalaki,godachinamalaki,215866,Kundaragi,Gram Panchayat,No,NA,NA,Yes
597457,11-29-555-05436-597457,karnataka,belgaum,gokak,,shingalapur,shingalapur,215867,Lolasur,Gram Panchayat,No,NA,NA,Yes
597458,11-29-555-05436-597458,karnataka,belgaum,gokak,,gokak rural,gokak rural,215862,Kolavi,Gram Panchayat,No,NA,NA,Yes
597459,11-29-555-05436-597459,karnataka,belgaum,gokak,,maladinni,maladinni,215870,Maladinni,Gram Panchayat,No,NA,NA,Yes
597460,11-29-555-05436-597460,karnataka,belgaum,gokak,,upparatti,upparatti,215870,Maladinni,Gram Panchayat,No,NA,NA,Yes
597461,11-29-555-05436-597461,karnataka,belgaum,gokak,,maradishivapur,maradishivapur,215872,Mamadapur,Gram Panchayat,No,NA,NA,Yes
597462,11-29-555-05436-597462,karnataka,belgaum,gokak,,mamadapur,mamadapur,215872,Mamadapur,Gram Panchayat,No,NA,NA,Yes
597463,11-29-555-05436-597463,karnataka,belgaum,gokak,,ajjanakatti,ajjanakatti,215872,Mamadapur,Gram Panchayat,No,NA,NA,Yes
597464,11-29-555-05436-597464,karnataka,belgaum,gokak,,benachinamaradi,benachinamaradi,215847,Benachinamardi,Gram Panchayat,No,NA,NA,Yes
597465,11-29-555-05436-597465,karnataka,belgaum,gokak,,kolavi,kolavi,215862,Kolavi,Gram Panchayat,No,NA,NA,Yes
597466,11-29-555-05436-597466,karnataka,belgaum,gokak,,tavag,tavag,215887,Tawaga,Gram Panchayat,No,NA,NA,Yes
597467,11-29-555-05436-597467,karnataka,belgaum,gokak,,benachinamardi,benachinamardi,273234,Benachinamaradi,Gram Panchayat,No,NA,NA,No
597468,11-29-555-05436-597468,karnataka,belgaum,gokak,,urabinahatti,urabinahatti,215847,Benachinamardi,Gram Panchayat,No,NA,NA,Yes
597469,11-29-555-05436-597469,karnataka,belgaum,gokak,,shigiholi,shigiholi,215847,Benachinamardi,Gram Panchayat,No,NA,NA,Yes
597470,11-29-555-05436-597470,karnataka,belgaum,gokak,,gaddiholi,gaddiholi,215847,Benachinamardi,Gram Panchayat,No,NA,NA,Yes
597471,11-29-555-05436-597471,karnataka,belgaum,gokak,,kundargi,kundargi,215866,Kundaragi,Gram Panchayat,No,NA,NA,Yes
597472,11-29-555-05436-597472,karnataka,belgaum,gokak,,dhasanatti,dhasanatti,215866,Kundaragi,Gram Panchayat,No,NA,NA,Yes
597473,11-29-555-05436-597473,karnataka,belgaum,gokak,,musalamari,musalamari,215854,Gujanal,Gram Panchayat,No,NA,NA,Yes
597474,11-29-555-05436-597474,karnataka,belgaum,gokak,,mallapur s a,mallapur s a,215854,Gujanal,Gram Panchayat,No,NA,NA,Yes
597475,11-29-555-05436-597475,karnataka,belgaum,gokak,,dum urabinahatti,dum urabinahatti,299329,Ankalagi-Akkathangerahal,Town Panchayat,No,NA,NA,NA
597476,11-29-555-05436-597476,karnataka,belgaum,gokak,,akkatangerahal,akkatangerahal,299329,Ankalagi-Akkathangerahal,Town Panchayat,No,NA,NA,NA
597477,11-29-555-05436-597477,karnataka,belgaum,gokak,,madawal,madawal,215868,Madaval,Gram Panchayat,No,NA,NA,Yes
597478,11-29-555-05436-597478,karnataka,belgaum,gokak,,iranattti,iranattti,215868,Madaval,Gram Panchayat,No,NA,NA,Yes
597479,11-29-555-05436-597479,karnataka,belgaum,gokak,,telaginahatti,telaginahatti,215868,Madaval,Gram Panchayat,No,NA,NA,Yes
597480,11-29-555-05436-597480,karnataka,belgaum,gokak,,kaitanal,kaitanal,215887,Tawaga,Gram Panchayat,No,NA,NA,Yes
597481,11-29-555-05436-597481,karnataka,belgaum,gokak,,ginimar hosur,ginimar hosur,215861,Khanagaon,Gram Panchayat,No,NA,NA,Yes
597482,11-29-555-05436-597482,karnataka,belgaum,gokak,,hulikatti,hulikatti,215862,Kolavi,Gram Panchayat,No,NA,NA,Yes
597483,11-29-555-05436-597483,karnataka,belgaum,gokak,,hanamapur,hanamapur,215869,Makkalageri,Gram Panchayat,No,NA,NA,Yes
597484,11-29-555-05436-597484,karnataka,belgaum,gokak,,panchanaikanatti,panchanaikanatti,215856,Hirenandi,Gram Panchayat,No,NA,NA,Yes
597485,11-29-555-05436-597485,karnataka,belgaum,gokak,,chikkanandi,chikkanandi,215856,Hirenandi,Gram Panchayat,No,NA,NA,Yes
597486,11-29-555-05436-597486,karnataka,belgaum,gokak,,herenandi,herenandi,215856,Hirenandi,Gram Panchayat,No,NA,NA,Yes
597487,11-29-555-05436-597487,karnataka,belgaum,gokak,,makkalageri,makkalageri,215869,Makkalageri,Gram Panchayat,No,NA,NA,Yes
