jjm_village_id,jjm_village,jjm_district,jjm_block,jjm_panchayat_id,jjm_panchayat,lgd_village_id,lgd_village,shrid2,shrug_district,shrug_subdistrict,shrug_village,shrug_place,match_score,match_method
664831,Hallikhed(k) Wadi,Bidar,Humnabad,60902,Hallikhed (k),923715,HALLIKHED(K) WADI,11-29-558-05454-599780,bidar,basavakalyan,halli,halli,100.0,fuzzy
664875,JAFARWADI,Bidar,Basavakalyan,60788,GUNDUR,923683,JAFFARWADI,11-29-558-05456-803059,bidar,aurad,,aurad,80.0,fuzzy
665016,Kasartugaon Wadi,Bidar,Bhalki,60838,Shivani,599860,Kasara Tugaon Wadi,11-29-558-05455-599859,bidar,bhalki,kalsar tugaon,kalsar tugaon,92.3076923076923,fuzzy
595076,Methi Melkunda Wadi,Bidar,Bhalki,60836,Methi Melkunda,599875,Methimelkunda Wadi,11-29-558-05455-599874,bidar,bhalki,methimelkunda,methimelkunda,100.0,fuzzy
693389,VITHALPUR,Bidar,Chittaguppa,60872,BEMALKHEDA,925916,VITHALPUR,11-29-558-05458-600333,bidar,homnabad,alipur,alipur,90.9090909090909,fuzzy
596546,BANANAHALLI,CHIKKAMAGALURU,Kadur,61191,Devanur,609618,Devanurkaval,11-29-570-05529-609636,chikmagalur,kadur,devanur,devanur,100.0,fuzzy
147737,BARIMALE ESTATE,CHIKKAMAGALURU,Mudigere,61317,TRIPURA,609937,Barimale Estate,11-29-570-05531-609925,chikmagalur,mudigere,alekhan estate,alekhan estate,83.33333333333334,fuzzy
147620,BASAVANAHLLI,CHIKKAMAGALURU,Tarikere,61291,MUDUGODU,609153,BASAVANAHALLY,11-29-570-05528-609119,chikmagalur,tarikere,basavanahalli,basavanahalli,96.0,fuzzy
146901,BASURU KAVAL,CHIKKAMAGALURU,Kadur,61183,BASUR,609409,Basurukaval,11-29-570-05529-609426,chikmagalur,kadur,basuru,basuru,100.0,fuzzy
147594,BELI BASAVANAHALLI,CHIKKAMAGALURU,Tarikere,61285,KORANAHALLI,609211,Belibasavanahalli,11-29-570-05528-609119,chikmagalur,tarikere,basavanahalli,basavanahalli,100.0,fuzzy
147458,CHANNAPURA,CHIKKAMAGALURU,AJJAMPURA,61262,BAGGAVALLI,609160,Channapura,11-29-570-05528-609282,chikmagalur,tarikere,annapura,annapura,100.0,fuzzy
147515,CHEERANAHALLI,CHIKKAMAGALURU,AJJAMPURA,61270,CHEERANAHALLI,609270,Cheernanahalli Kaval,11-29-570-05528-609231,chikmagalur,tarikere,beeranahalli,beeranahalli,95.65217391304348,fuzzy
146654,CHIKKA KALASAPURA,CHIKKAMAGALURU,Chikkamagaluru,61132,KALASAPURA,609794,Chikkakalasapura,11-29-570-05526-609017,chikmagalur,koppa,kalasapura,kalasapura,100.0,fuzzy
147535,GOLLARAHALLI,CHIKKAMAGALURU,AJJAMPURA,61272,DODDABOKIKERE,609202,Gollarahalli,11-29-570-05528-609219,chikmagalur,tarikere,k gollarahalli,k gollarahalli,100.0,fuzzy
147430,HEBBE,CHIKKAMAGALURU,Narasimharajapura,61253,Honnekudige ( Hanthuvine),609074,Hebbe,11-29-570-05528-609278,chikmagalur,tarikere,hebbur,hebbur,88.88888888888889,fuzzy
665766,HOSAHALLI,CHIKKAMAGALURU,Chikkamagaluru,61119,DASARAHALLI,609791,HOSAHALLY,11-29-570-05528-609147,chikmagalur,tarikere,kerehosahalli,kerehosahalli,100.0,fuzzy
596553,JAMMAPURA (M.KODIHALLI),CHIKKAMAGALURU,Kadur,61209,MALLESHWARA,609437,Jammapura,11-29-570-05529-609450,chikmagalur,kadur,pura,pura,100.0,fuzzy
596550,KACHAPURA,CHIKKAMAGALURU,Kadur,61234,KADURHALLI,609508,Kachapura,11-29-570-05529-609450,chikmagalur,kadur,pura,pura,100.0,fuzzy
146955,KURUBARAHALLI,CHIKKAMAGALURU,Kadur,61190,CHEELANAHALLI,609503,Kurubarahalli,11-29-570-05528-609315,chikmagalur,tarikere,kurubarahalli,kurubarahalli,100.0,fuzzy
147498,MAKANAHALLI,CHIKKAMAGALURU,AJJAMPURA,61268,Bukkambudi,609245,Makanahalli,11-29-570-05528-609206,chikmagalur,tarikere,makanahalli,makanahalli,100.0,fuzzy
664450,MALLIGENAHALLI,CHIKKAMAGALURU,Tarikere,61276,GULLADAMANE,939544,THYAGADHA BHAGI FOREST,11-29-570-05528-609185,chikmagalur,tarikere,mallenahalli,mallenahalli,92.3076923076923,fuzzy
700122,S. BIDARE,CHIKKAMAGALURU,Kadur,61220,S.Bidre,609662,S. BIDARE,11-29-570-05530-609664,chikmagalur,chikmagalur,bidare,bidare,100.0,fuzzy
665727,SHAKUNIPURA,CHIKKAMAGALURU,Kadur,61192,EMMEDODDI,609383,Shankunipura,11-29-570-05529-609450,chikmagalur,kadur,pura,pura,100.0,fuzzy
147649,SIDDARAHALLI,CHIKKAMAGALURU,Tarikere,61297,SIDDARAHALLI,609223,Siddarahalli,11-29-570-05528-609152,chikmagalur,tarikere,siddarahalli,siddarahalli,100.0,fuzzy
596556,SIDDEGOWDANA KOPPALU,CHIKKAMAGALURU,Kadur,0,0,609531,Angajanahalli,11-29-570-05526-803144,chikmagalur,koppa,,koppa,100.0,fuzzy
664465,SRIRAMPURA,CHIKKAMAGALURU,Kadur,300292,HARALAGATTA,917153,SRIRAMPURA,11-29-570-05529-609450,chikmagalur,kadur,pura,pura,100.0,fuzzy
146938,THIPPAGONDANAHALLI,CHIKKAMAGALURU,Kadur,61188,Chikkadevanur,609482,Thippagondanahalli,11-29-570-05528-609294,chikmagalur,tarikere,thippagondanahalli,thippagondanahalli,100.0,fuzzy
697144,V. SIDDARAHALLI,CHIKKAMAGALURU,Kadur,61183,BASUR,609647,V. SIDDARAHALLI,11-29-570-05528-609152,chikmagalur,tarikere,siddarahalli,siddarahalli,100.0,fuzzy
147037,YAREHALLY,CHIKKAMAGALURU,Kadur,61199,HULLEHALLI,609374,YAREHALLY,11-29-570-05529-609354,chikmagalur,kadur,yarehalli,yarehalli,94.11764705882352,fuzzy
154725,BALENAHALLI,Chikkaballapura,Gudibanda,62600,BEECHAGANAHALLY,926148,BALENAHALLY(M),11-29-582-05596-623680,chikkaballapura,chikkaballapura,obalenahalli,obalenahalli,100.0,fuzzy
154236,BANDARLAHALLY,Chikkaballapura,Chintamani,62536,Kurubur,624451,Bandarlahalli,11-29-582-05595-623284,chikkaballapura,gauribidanur,bandarlahalli,bandarlahalli,100.0,fuzzy
664874,BATTALAPURA,Chikkaballapura,Chintamani,62557,BURUDAGUNTE,624317,Kakarlachinte,11-29-582-05595-623394,chikkaballapura,gauribidanur,pura,pura,100.0,fuzzy
664505,BHATHALAHALLY,Chikkaballapura,Gudibanda,62602,Varlakonda,926178,BHATHALAHALLY(M),11-29-582-05597-623722,chikkaballapura,gudibanda,bathalahalli,bathalahalli,91.66666666666666,fuzzy
665043,BINGANAHALLI,Chikkaballapura,Chintamani,62532,Upparapet,925621,BINGANAHALLI,11-29-582-05595-623222,chikkaballapura,gauribidanur,singanahalli,singanahalli,95.65217391304348,fuzzy
155890,BRAHMANARAHALLY,Chikkaballapura,Sidlaghatta,62719,GANJIGUNTE,926195,BRAMHANARAHALLI,11-29-582-05597-623720,chikkaballapura,gudibanda,brahmanarahalli,brahmanarahalli,96.55172413793105,fuzzy
155748,BUDUGAVARAHALLI,Chikkaballapura,Sidlaghatta,299797,Talakayalabetta,917253,BUDAGAVARAHALLI,11-29-582-05599-624058,chikkaballapura,sidlaghatta,ivarahalli,ivarahalli,94.73684210526316,fuzzy
154100,BYARANAYAKANAHALLI,Chikkaballapura,Chikballapur,62522,Nandi,939386,BAIRANAYAKANAHALLI.,11-29-582-05599-624147,chikkaballapura,sidlaghatta,dogaranayakanahalli,dogaranayakanahalli,94.11764705882352,fuzzy
155756,CHANDAGANAHALLI,Chikkaballapura,Sidlaghatta,62704,DIBBURAHALLI,925947,CHANDAGANAHALLI,11-29-582-05595-623270,chikkaballapura,gauribidanur,saganahalli,saganahalli,95.23809523809524,fuzzy
665620,CHANNABYRENAHALLY,Chikkaballapura,Gauribidanur,62563,Chikkakurugodu,623386,Chennabyrenahalli,11-29-582-05596-623479,chikkaballapura,chikkaballapura,parenahalli,parenahalli,90.0,fuzzy
665045,CHIKKAKONDRAHALLI,Chikkaballapura,Chintamani,62532,Upparapet,925623,CHIKKAKONDRAHALLI,11-29-582-05599-624295,chikkaballapura,sidlaghatta,sundrahalli,sundrahalli,90.0,fuzzy
664989,CHITTAVALAHALLI,Chikkaballapura,Gauribidanur,62589,MELYA,925729,CHITTAVALAHALLY,11-29-582-05596-623583,chikkaballapura,chikkaballapura,avalahalli,avalahalli,100.0,fuzzy
594771,DASARENAHALLY,Chikkaballapura,Gauribidanur,62565,D.PALYA,623360,Dasarahalli,11-29-582-05599-624225,chikkaballapura,sidlaghatta,chikkadasarahalli,chikkadasarahalli,100.0,fuzzy
664966,DASARLAHALLI,Chikkaballapura,Sidlaghatta,299797,Talakayalabetta,926203,DASARLAHALLI,11-29-582-05599-624225,chikkaballapura,sidlaghatta,chikkadasarahalli,chikkadasarahalli,95.65217391304348,fuzzy
664995,DEVARAKODAHHALLI,Chikkaballapura,Gauribidanur,62573,HALEHALLY,925692,DEVARAKONDAHALLY,11-29-582-05597-623779,chikkaballapura,gudibanda,varlakonda,varlakonda,90.0,fuzzy
664984,DIGAVAKOTE,Chikkaballapura,Chintamani,62529,PEDDUR,925610,DIGAVAKOTE,11-29-582-05600-624438,chikkaballapura,chintamani,yegavakote,yegavakote,88.88888888888889,fuzzy
665003,DINNEHUNASENAHALLI,Chikkaballapura,Gauribidanur,62589,MELYA,925730,DINNEHUNASENAHALLY,11-29-582-05595-623271,chikkaballapura,gauribidanur,hunasenahalli,hunasenahalli,100.0,fuzzy
154721,GANDAMNAGENAHAIIY,Chikkaballapura,Gudibanda,62600,BEECHAGANAHALLY,926149,GANDAMNAGENAHALLY(M),11-29-582-05595-623409,chikkaballapura,gauribidanur,m nagenahalli,m nagenahalli,88.0,fuzzy
664513,GARUDACHARLAHALLY,Chikkaballapura,Gudibanda,62606,HAMPASANDRA,925928,GARUDACHARLAHALLY,11-29-582-05599-624166,chikkaballapura,sidlaghatta,haralahalli,haralahalli,85.71428571428572,fuzzy
154485,GUNTHUR GADDE,Chikkaballapura,Chintamani,62561,Yagavakote,624453,Gurralagadde,11-29-582-05600-624436,chikkaballapura,chintamani,gunthurugadde,gunthurugadde,92.3076923076923,fuzzy
154090,JADALATHIMMANAHALLY,Chikkaballapura,Chikballapur,62520,AGALAGURKI,623550,Jadalathimmanahalli,11-29-582-05596-623627,chikkaballapura,chikkaballapura,jadalathimmanahalli,jadalathimmanahalli,100.0,fuzzy
665036,JAGAREDDYHALLI,Chikkaballapura,Gauribidanur,62589,MELYA,925731,JAGAREDDTHALLY,11-29-582-05596-623502,chikkaballapura,chikkaballapura,reddihalli,reddihalli,90.0,fuzzy
154563,JARABANDANAHALLY,Chikkaballapura,Gauribidanur,62577,JARABANDANAHALLY,623238,Jarabandahalli,11-29-582-05595-623404,chikkaballapura,gauribidanur,jarabandahalli,jarabandahalli,100.0,fuzzy
665044,KADACHIKKANAHALLI,Chikkaballapura,Gauribidanur,62573,HALEHALLY,925694,KADACHIKKANAHALLY,11-29-582-05596-623601,chikkaballapura,chikkaballapura,chikkanahalli,chikkanahalli,100.0,fuzzy
154629,KAMBALAHALLY,Chikkaballapura,Gauribidanur,62587,Bevinahalli,925646,KAMBALAHALLY,11-29-582-05595-623368,chikkaballapura,gauribidanur,kambalahalli,kambalahalli,95.65217391304348,fuzzy
154829,MACHAHALLI,Chikkaballapura,Gudibanda,62606,HAMPASANDRA,926155,MACHAHALLY(M),11-29-582-05596-623611,chikkaballapura,chikkaballapura,bachahalli,bachahalli,94.73684210526316,fuzzy
154778,MADDAREDDIHALLI,Chikkaballapura,Gudibanda,62603,SOMENAHALLI,926211,MADDAREDDYHALLI(M),11-29-582-05596-623502,chikkaballapura,chikkaballapura,reddihalli,reddihalli,100.0,fuzzy
154743,MINCHANAHALLI,Chikkaballapura,Gudibanda,62601,Tirumani,926171,MINCHANAHALLY (M),11-29-582-05595-623335,chikkaballapura,gauribidanur,chinchanahalli,chinchanahalli,96.0,fuzzy
664864,MUSTURUPATNA,Chikkaballapura,Chintamani,62533,Batlahalli,926136,MUSTURUPATNA,11-29-582-05599-624237,chikkaballapura,sidlaghatta,muthur,muthur,83.33333333333334,fuzzy
154246,NALLAGUTLAHALLY,Chikkaballapura,Chintamani,62537,Raguttahalli,624454,Nallaguttahalli,11-29-582-05596-623462,chikkaballapura,chikkaballapura,nallaguttahalli,nallaguttahalli,100.0,fuzzy
154489,PULAGUNDLAHALLY,Chikkaballapura,Chintamani,62561,Yagavakote,624404,Billagundlapalli,11-29-582-05598-623858,chikkaballapura,bagepalli,gundlapalli,gundlapalli,100.0,fuzzy
664865,RAGIMAKALAHALLY,Chikkaballapura,Chintamani,62533,Batlahalli,926137,RAGIMAKALAHALLY,11-29-582-05596-623591,chikkaballapura,chikkaballapura,ragimakalahalli,ragimakalahalli,96.55172413793105,fuzzy
664535,THEELAKUNTAHALLY,Chikkaballapura,Gudibanda,62602,Varlakonda,926181,THEELAKUNTAHALLY(M),11-29-582-05596-623600,chikkaballapura,chikkaballapura,balakuntahalli,balakuntahalli,84.61538461538461,fuzzy
154358,THIPPANAHALLY,Chikkaballapura,Chintamani,62549,KOTAGAL,624559,Thippenahalli,11-29-582-05596-623548,chikkaballapura,chikkaballapura,thippenahalli,thippenahalli,100.0,fuzzy
665134,VANTURU,Chikkaballapura,Sidlaghatta,62720,Basettyhalli,926191,VANTURU,11-29-582-05600-624316,chikkaballapura,chintamani,thuluvanuru,thuluvanuru,92.3076923076923,fuzzy
663933,Ajadnagara,Chitradurga,Chitradurga,65238,Kalagere,927373,AJADNAGARA,11-29-566-05505-605437,chitradurga,chitradurga,sriramanagara,sriramanagara,84.21052631578947,fuzzy
663797,Akkithimmayanahatti,Chitradurga,Hosdurga,65315,Devapura,927471,AKKITHIMMAYANAHATTI,11-29-566-05504-605328,chitradurga,challakere,budnahatti,budnahatti,82.35294117647058,fuzzy
169737,Alamaradahatti,Chitradurga,Hiriyur,65285,Suragondanahally,927721,ALAMARADAHATTI,11-29-566-05504-605328,chitradurga,challakere,budnahatti,budnahatti,82.35294117647058,fuzzy
663983,Avalenahalli,Chitradurga,Chitradurga,65227,Turuvanur,605499,Avalenahalli,11-29-566-05504-605345,chitradurga,challakere,balenahalli,balenahalli,95.23809523809524,fuzzy
664102,B Hanumapura,Chitradurga,Molakalmuru,65345,Santhegudda,927436,B.HANUMAPURA,11-29-566-05507-605998,chitradurga,hosdurga,banapura,banapura,84.21052631578948,fuzzy
664103,B.hanumanagudda,Chitradurga,Molakalmuru,65345,Santhegudda,927435,B.HANUMANAGUDDA,11-29-566-05506-605682,chitradurga,holalkere,hanumali,hanumali,80.0,fuzzy
663984,Bangarakkanahalli,Chitradurga,Chitradurga,65227,Turuvanur,605497,Bangarakkanahalli,11-29-566-05506-605711,chitradurga,holalkere,jakkanahalli,jakkanahalli,95.65217391304348,fuzzy
663901,Bilichittyanahatti,Chitradurga,Hosdurga,65307,Kellodu,927518,BILICHITTYANAHATTI,11-29-566-05504-605328,chitradurga,challakere,budnahatti,budnahatti,82.35294117647058,fuzzy
663986,Bogalerahatti,Chitradurga,Chitradurga,65227,Turuvanur,605498,Bogalerahatti,11-29-566-05505-605521,chitradurga,chitradurga,pelorahatti,pelorahatti,84.21052631578947,fuzzy
169710,Chinnaiahnahatti,Chitradurga,Hiriyur,65282,BABBUR,927549,CHINNAYYANAHATTI,11-29-566-05504-605249,chitradurga,challakere,naikanahatti,naikanahatti,91.66666666666666,fuzzy
663693,Dasayyanahatti,Chitradurga,Holalkere,65343,Madderu,927665,DASAYYANAHATTI,11-29-566-05504-605328,chitradurga,challakere,budnahatti,budnahatti,82.35294117647058,fuzzy
695537,DEVAPURADHAHATTI,Chitradurga,Chitradurga,299805,Godabanahal,917180,DEVAPURADHAHATTI,11-29-566-05507-605932,chitradurga,hosdurga,devapura,devapura,100.0,fuzzy
663732,Doddignahal Hosahatti,Chitradurga,Chitradurga,65244,Alagawadi,927134,DODDIGANAL HOSAHATTI,11-29-566-05505-605484,chitradurga,chitradurga,doddiganahal,doddiganahal,95.65217391304348,fuzzy
589269,DONEHALL I,Chitradurga,Challakere,65192,Obalapura,605316,Donehalli Kaval,11-29-566-05504-605321,chitradurga,challakere,donehalli,donehalli,100.0,fuzzy
663970,Erajanahatti,Chitradurga,Chitradurga,65235,Siddapura,927404,ERAJANAHATTI,11-29-566-05504-605232,chitradurga,challakere,maleboranahatti,maleboranahatti,85.71428571428572,fuzzy
663810,Galirangyanahatti,Chitradurga,Hosdurga,65317,Devigere,927475,GALIRANGYANAHATTI,11-29-566-05504-605245,chitradurga,challakere,bhairanayakanahatti,bhairanayakanahatti,82.35294117647058,fuzzy
663922,Ganjigatti,Chitradurga,Chitradurga,65234,Janukonda,927369,GANJIGATTI,11-29-566-05506-605625,chitradurga,holalkere,ganjigatte,ganjigatte,94.73684210526316,fuzzy
169515,Garehatti,Chitradurga,Chitradurga,65257,Cholaghatta,931789,Cholagatta Yane Gaarehatti,11-29-566-05505-605588,chitradurga,chitradurga,kavadigarahatti,kavadigarahatti,88.88888888888889,fuzzy
663936,H S PALYA,Chitradurga,Hosdurga,65299,S NERLAKERE,927538,H.S.PALYA,11-29-566-05505-605563,chitradurga,chitradurga,palya,palya,100.0,fuzzy
663777,Hanumanahalli,Chitradurga,Chitradurga,65243,Chikkabennur,927174,HANUMANAHALLI,11-29-566-05506-605648,chitradurga,holalkere,sringeri hanumanahalli,sringeri hanumanahalli,100.0,fuzzy
664029,Hanumapura S,Chitradurga,Molakalmuru,65360,Ashoka Siddapura,927438,HANUMAPURA.S,11-29-566-05506-605682,chitradurga,holalkere,hanumali,hanumali,85.71428571428572,fuzzy
663972,Hidayathpura,Chitradurga,Chitradurga,65235,Siddapura,927408,HIDAYATHPURA,11-29-566-05506-605654,chitradurga,holalkere,anthapura,anthapura,87.5,fuzzy
664379,Hirekattegere Gollarahatti,Chitradurga,Chitradurga,65230,Muddapura,927393,HIREKATTEGERE-GOLLARAHATTI,11-29-566-05504-605243,chitradurga,challakere,mallaurahatti,mallaurahatti,86.95652173913044,fuzzy
664062,Hosuru,Chitradurga,Molakalmuru,65360,Ashoka Siddapura,927440,HOSURU,11-29-566-05506-605803,chitradurga,holalkere,nandanahosur,nandanahosur,90.9090909090909,fuzzy
663993,HULLEHAL GOLLARAHATTI,Chitradurga,Chitradurga,65239,Yelagodu,927415,HU.GOLLARAHATTI,11-29-566-05505-605445,chitradurga,chitradurga,hullehal,hullehal,100.0,fuzzy
663853,Hunasekatee,Chitradurga,Hosdurga,65304,G.N.KERE,927490,HUNASEKATEE,11-29-566-05505-605547,chitradurga,chitradurga,hunasekatte,hunasekatte,95.23809523809524,fuzzy
663878,Hunasekatti Gollarahatti,Chitradurga,Chitradurga,65246,Hireguntanur,927348,HUNASEKATTI GOLLARAHATTI,11-29-566-05505-605547,chitradurga,chitradurga,hunasekatte,hunasekatte,95.23809523809524,fuzzy
663906,Iyyanahalli Kurubarahatti,Chitradurga,Chitradurga,65256,Iyyanahalli,927361,IYYANAHALLI KURUBARAHATTI,11-29-566-05505-605529,chitradurga,chitradurga,iyyanahalli,iyyanahalli,100.0,fuzzy
663989,Kadambanakatte,Chitradurga,Chitradurga,65227,Turuvanur,605500,Kadambanakatte,11-29-566-05506-605748,chitradurga,holalkere,bommanakatte,bommanakatte,85.71428571428572,fuzzy
663510,Kambadevarahatta,Chitradurga,Holalkere,236415,Adanur,927631,KAMBADEVARAHATTA,11-29-566-05505-605539,chitradurga,chitradurga,maraghatta,maraghatta,88.88888888888889,fuzzy
663818,KAMBHATHANAHALLI,Chitradurga,Hiriyur,65263,Abbenahole,927542,KAMBHATTANAHALLI,11-29-566-05506-605723,chitradurga,holalkere,harenahalli,harenahalli,90.0,fuzzy
663791,Katihatti,Chitradurga,Hosdurga,65303,Chikkabyladakere,927469,KATIHATTI,11-29-566-05503-605197,chitradurga,molakalmuru,mahimenahatti,mahimenahatti,80.0,fuzzy
664077,Kelagalahatti,Chitradurga,Molakalmuru,65357,Hangal,927422,KELAGALAHATTI,11-29-566-05505-605535,chitradurga,chitradurga,alaghatta,alaghatta,82.35294117647058,fuzzy
169456,Kitttadahatti,Chitradurga,Chitradurga,65248,Lakshmisagara,927381,KITTADAHATTI,11-29-566-05507-606039,chitradurga,hosdurga,kittadal,kittadal,93.33333333333331,fuzzy
169522,MEDHEHALLI,Chitradurga,Chitradurga,65259,MEDEHALLI,605585,Medehalli(Part),11-29-566-05506-605753,chitradurga,holalkere,edehalli,edehalli,100.0,fuzzy
664078,Megalahatti,Chitradurga,Molakalmuru,65357,Hangal,927424,MEGALAHATTI,11-29-566-05505-605551,chitradurga,chitradurga,megalahalli,megalahalli,84.21052631578947,fuzzy
663965,MUDDAPURA MYASARAHATTY,Chitradurga,Chitradurga,65230,Muddapura,927416,MYASARAHATTY,11-29-566-05505-605493,chitradurga,chitradurga,muddapura,muddapura,100.0,fuzzy
664099,Myasarahatti,Chitradurga,Molakalmuru,65355,Rayapura,927396,MYASARAHATTI,11-29-566-05508-606133,chitradurga,hiriyur,mayasandra,mayasandra,82.35294117647058,fuzzy
696751,OBANNANAHALLI KAVAL,Chitradurga,Challakere,65205,Gowrasamudra,605277,OBANNANAHALLI KAVAL,11-29-566-05504-605278,chitradurga,challakere,obannanahalli,obannanahalli,100.0,fuzzy
664330,PANJAIAHNAHATTI,Chitradurga,Chitradurga,65241,Kogunde,927375,PANJAYAHATTI,11-29-566-05504-605253,chitradurga,challakere,obaiahnahatti,obaiahnahatti,91.66666666666666,fuzzy
663923,Rangyanauru,Chitradurga,Hosdurga,65319,Mallappanahalli,927532,RANGYANAURU,11-29-566-05508-606169,chitradurga,hiriyur,ranganathapura,ranganathapura,77.77777777777779,fuzzy
664064,Roppa,Chitradurga,Molakalmuru,65360,Ashoka Siddapura,927442,ROPPA,11-29-566-05508-606048,chitradurga,hiriyur,burujanaroppa,burujanaroppa,100.0,fuzzy
663690,S H Halli Gollarhatti,Chitradurga,Holalkere,65333,Gungiganur,927663,S.H.HALLI GOLLARHATTI,11-29-566-05504-605243,chitradurga,challakere,mallaurahatti,mallaurahatti,81.81818181818181,fuzzy
170130,Seeneerakatte,Chitradurga,Holalkere,65343,Madderu,927677,SEENEERAKATTE,11-29-566-05506-605804,chitradurga,holalkere,neralakatte,neralakatte,85.71428571428572,fuzzy
663991,T.Upparatti,Chitradurga,Chitradurga,65227,Turuvanur,605502,Upparatti,11-29-566-05506-605814,chitradurga,holalkere,upparigenahalli,upparigenahalli,80.0,fuzzy
169099,ULLAVARTHI KAVAL,Chitradurga,Challakere,65185,Doddaullarthi,605307,ULLAVARTHI KAVAL,11-29-566-05507-606029,chitradurga,hosdurga,chikkatekalavatti kaval,chikkatekalavatti kaval,82.75862068965517,fuzzy
671256,Bala,Dakshina Kannada,Mangaluru,61549,Bala,617523,Bala (OG),11-29-575-05564-617728,dakshina kannada,puttur,kodimbala,kodimbala,100.0,fuzzy
148758,Chelairu,Dakshina Kannada,Mangaluru,61571,CHELAIRU,617521,Chelliru (OG),11-29-575-05561-617433,dakshina kannada,mangalore,bellairu,bellairu,85.71428571428572,fuzzy
148816,Kemminje,Dakshina Kannada,Puttur,61602,Munduru,617734,Kemminje (Rural),11-29-575-05561-617440,dakshina kannada,mangalore,elinje,elinje,80.0,fuzzy
148738,Kuttethuru,Dakshina Kannada,Mangaluru,61560,Permude,617522,Kuthethur (OG),11-29-575-05561-617439,dakshina kannada,mangalore,elathur,elathur,83.33333333333334,fuzzy
674434,MOOLUR,Dakshina Kannada,Mangaluru,236264,Gurupura,617507,Mulur (CT),11-29-575-05561-617429,dakshina kannada,mangalore,kollur,kollur,80.0,fuzzy
674495,PADUSHEDDE,Dakshina Kannada,Mangaluru,61550,Moodushedde,617524,Padushedde (OG),11-29-575-05561-617506,dakshina kannada,mangalore,,mudushedde,88.88888888888889,fuzzy
167328,Agasanakatte,Davangere,Davanagere,64663,Iguru,606542,Agasanakatte,11-29-567-05512-606624,davanagere,davanagere,agasanakatte,agasanakatte,100.0,fuzzy
167522,Akali Katte,Davangere,Channagiri,64711,Bulasagara,607016,Akalikatti,11-29-567-05512-606691,davanagere,davanagere,matti,matti,88.88888888888889,fuzzy
167563,Basavapura,Davangere,Channagiri,64722,Channeshapura,606909,Basavapura,11-29-567-05511-606451,davanagere,jagalur,basavapura,basavapura,100.0,fuzzy
168015,Didagur,Davangere,Honnali,64823,Haralahalli,606827,Didagur,11-29-567-05511-606527,davanagere,jagalur,nibagur,nibagur,76.92307692307692,fuzzy
167488,Guddada Kumaranaha Halli,Davangere,Channagiri,64698,Guddada Kumaranahalli,607066,Komaranahalli,11-29-567-05509-606239,davanagere,harihar,komaranahalli,komaranahalli,100.0,fuzzy
167410,Hanumanahalli,Davangere,Davanagere,64676,Kurki,606669,Hanumanahalli,11-29-567-05512-606660,davanagere,davanagere,hanumanahalli,hanumanahalli,100.0,fuzzy
167920,Karalahalli,Davangere,Harihara,64796,Sarati,606271,Karalahalli,11-29-567-05509-606248,davanagere,harihar,haralahalli,haralahalli,95.23809523809524,fuzzy
586897,Kolamaghatta,Davangere,Jagalur,64875,Pallagatte,910406,Kamalapura,11-29-567-05509-606210,davanagere,harihar,kamalapura,kamalapura,100.0,fuzzy
167326,Lingapura,Davangere,Davanagere,64663,Iguru,606608,Lingapura,11-29-567-05510-606325,davanagere,harapanahalli,joislingapura,joislingapura,100.0,fuzzy
167981,NARAGINAKERE,Davangere,Nyamathi,64814,GUDDEHALLI,606708,Naraginakere,11-29-567-05511-606463,davanagere,jagalur,meldaginakere,meldaginakere,85.71428571428572,fuzzy
167604,Rangapura Thanda,Davangere,Channagiri,64733,Garaga,607112,Rangapura,11-29-567-05511-606483,davanagere,jagalur,rangapura,rangapura,100.0,fuzzy
167609,Siddapura,Davangere,Channagiri,64735,Lingadahalli,606937,Siddapura,11-29-567-05511-606374,davanagere,jagalur,gurusiddapura,gurusiddapura,100.0,fuzzy
664230,Taralabalunagara,Davangere,Davanagere,64655,Belavanuru,924654,TARALABALUNAGAR,11-29-567-05512-606565,davanagere,davanagere,naganur,naganur,83.33333333333334,fuzzy
595950,Tyavanige Thanda,Davangere,Channagiri,64696,Tyavanagi,606925,Thyavanige Thanda,11-29-567-05514-606926,davanagere,channagiri,thyavanige,thyavanige,100.0,fuzzy
167555,Yekkegondi,Davangere,Channagiri,64720,Siddanamatha,606936,Yakkegondi,11-29-567-05509-606258,davanagere,harihar,yakkegondi,yakkegondi,100.0,fuzzy
662140,Channapattana,Gadag,Shirahatti,64403,Magadi,602095,Shirahatti (Rural),11-29-561-05471-803080,gadag,shirhatti,,shirhatti,94.73684210526316,fuzzy
588430,Hosahalli,Gadag,Gadag,64392,Kurtakoti,924604,HOSAHALLI,11-29-561-05469-601950,gadag,ron,hosalli,hosalli,87.5,fuzzy
152693,B.katihalli,Hassan,Hassan,62299,B.katihalli,616230,B.Kattihalli (OG),11-29-574-05556-615879,hassan,hassan,attihalli,attihalli,100.0,fuzzy
150780,Bettasoge Hantha (b),Hassan,Arkalgud,0,0,616775,Bettasoge Hantha,11-29-574-05558-616774,hassan,arkalgud,bettasoge,bettasoge,100.0,fuzzy
152772,Chikkakondagola,Hassan,Hassan,62307,Tejur,616046,Chikkakondagola(Part),11-29-574-05555-615669,hassan,arsikere,chikkur,chikkur,83.33333333333334,fuzzy
